Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:16.654,,27
2,44,Lewis HamiltonHAM,Mercedes,1:16.680,+0.026s,23
3,33,Max VerstappenVER,Red Bull Racing Honda,1:16.812,+0.158s,21
4,10,Pierre GaslyGAS,AlphaTauri Honda,1:16.930,+0.276s,24
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:17.117,+0.463s,25
6,16,Charles LeclercLEC,Ferrari,1:17.229,+0.575s,20
7,55,Carlos SainzSAI,McLaren Renault,1:17.238,+0.584s,24
8,11,Sergio PerezPER,Racing Point BWT Mercedes,1:17.297,+0.643s,17
9,4,Lando NorrisNOR,McLaren Renault,1:17.478,+0.824s,22
10,31,Esteban OconOCO,Renault,1:17.666,+1.012s,20
11,5,Sebastian VettelVET,Ferrari,1:17.685,+1.031s,24
12,26,Daniil KvyatKVY,AlphaTauri Honda,1:17.720,+1.066s,29
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.922,+1.268s,20
14,3,Daniel RicciardoRIC,Renault,1:17.935,+1.281s,13
15,63,George RussellRUS,Williams Mercedes,1:18.032,+1.378s,20
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.100,+1.446s,17
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.201,+1.547s,20
18,20,Kevin MagnussenMAG,Haas Ferrari,1:18.287,+1.633s,13
19,6,Nicholas LatifiLAT,Williams Mercedes,1:18.397,+1.743s,20
20,8,Romain GrosjeanGRO,Haas Ferrari,1:18.454,+1.800s,19
