Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:18.650
2,26,Jacques LaffiteLAF,Ligier Matra,1:19.270
3,1,James HuntHUN,McLaren Ford,1:19.500
4,11,Niki LaudaLAU,Ferrari,1:19.540
5,6,Gunnar NilssonNIL,Lotus Ford,1:19.570
6,12,Carlos ReutemannREU,Ferrari,1:19.660
7,3,Ronnie PetersonPET,Tyrrell Ford,1:19.850
8,7,John WatsonWAT,Brabham Alfa Romeo,1:19.930
9,22,Clay RegazzoniREG,Ensign Ford,1:19.930
10,15,Jean-Pierre JabouilleJAB,Renault,1:20.130
11,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.140
12,23,Patrick TambayTAM,Ensign Ford,1:20.230
13,17,Alan  JonesJON,Shadow Ford,1:20.240
14,2,Jochen MassMAS,McLaren Ford,1:20.240
15,20,Jody ScheckterSCH,Wolf Ford,1:20.240
16,16,Riccardo PatresePAT,Shadow Ford,1:20.430
17,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:20.530
18,35,Hans BinderBIN,Penske Ford,1:20.840
19,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:20.860
20,30,Brett LungerLUN,McLaren Ford,1:20.870
21,34,Jean-Pierre JarierJAR,Penske Ford,1:21.060
22,19,Vittorio BrambillaBRA,Surtees Ford,1:21.120
23,38,Brian HentonHEN,Boro Ford,1:21.130
24,9,Alex RibeiroRIB,March Ford,1:21.160
25,10,Ian ScheckterSCH,March Ford,1:21.190
26,24,Rupert KeeganKEE,Hesketh Ford,1:21.530
