Pos,No,Driver,Car,Time
1,1,James HuntHUN,McLaren Ford,1:18.490
2,7,John WatsonWAT,Brabham Alfa Romeo,1:18.770
3,11,Niki LaudaLAU,Ferrari,1:18.840
4,20,Jody ScheckterSCH,Wolf Ford,1:18.850
5,6,Gunnar NilssonNIL,Lotus Ford,1:18.950
6,5,Mario AndrettiAND,Lotus Ford,1:19.110
7,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:19.160
8,19,Vittorio BrambillaBRA,Surtees Ford,1:19.200
9,40,Gilles VilleneuveVIL,McLaren Ford,1:19.320
10,3,Ronnie PetersonPET,Tyrrell Ford,1:19.420
11,2,Jochen MassMAS,McLaren Ford,1:19.550
12,17,Alan  JonesJON,Shadow Ford,1:19.600
13,24,Rupert KeeganKEE,Hesketh Ford,1:19.640
14,12,Carlos ReutemannREU,Ferrari,1:19.640
15,26,Jacques LaffiteLAF,Ligier Matra,1:19.750
16,23,Patrick TambayTAM,Ensign Ford,1:19.810
17,37,Arturo MerzarioMER,March Ford,1:19.880
18,4,Patrick DepaillerDEP,Tyrrell Ford,1:19.900
19,30,Brett LungerLUN,McLaren Ford,1:20.060
20,34,Jean-Pierre JarierJAR,Penske Ford,1:20.100
21,15,Jean-Pierre JabouilleJAB,Renault,1:20.110
22,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:20.200
23,18,Vern SchuppanSCH,Surtees Ford,1:20.240
24,10,Ian ScheckterSCH,March Ford,1:20.310
25,16,Riccardo PatresePAT,Shadow Ford,1:20.350
26,27,Patrick NeveNEV,,1:20.360
