Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:12.230
2,1,James HuntHUN,McLaren Ford,1:12.390
3,7,John WatsonWAT,Brabham Alfa Romeo,1:12.490
4,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:13.010
5,26,Jacques LaffiteLAF,Ligier Matra,1:13.080
6,20,Jody ScheckterSCH,Wolf Ford,1:13.150
7,12,Carlos ReutemannREU,Ferrari,1:13.320
8,2,Jochen MassMAS,McLaren Ford,1:13.370
9,19,Vittorio BrambillaBRA,Surtees Ford,1:13.370
10,22,Clay RegazzoniREG,Ensign Ford,1:13.520
11,52,Kazuyoshi HoshinoHOS,Kojima Ford,1:13.550
12,17,Alan  JonesJON,Shadow Ford,1:13.560
13,16,Riccardo PatresePAT,Shadow Ford,1:13.580
14,6,Gunnar NilssonNIL,Lotus Ford,1:13.660
15,4,Patrick DepaillerDEP,Tyrrell Ford,1:14.160
16,23,Patrick TambayTAM,Ensign Ford,1:14.220
17,27,Jean-Pierre JarierJAR,Ligier Matra,1:14.250
18,3,Ronnie PetersonPET,Tyrrell Ford,1:14.260
19,51,Noritake TakaharaTAK,Kojima Ford,1:14.360
20,11,Gilles VilleneuveVIL,Ferrari,1:14.510
21,18,Hans BinderBIN,Surtees Ford,1:14.730
22,50,Kunimitsu TakahashiTAK,Tyrrell Ford,1:14.880
23,9,Alex RibeiroRIB,March Ford,1:15.010
