Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:18.700
2,26,Jacques LaffiteLAF,Ligier Matra,1:19.420
3,11,Niki LaudaLAU,Ferrari,1:19.480
4,12,Carlos ReutemannREU,Ferrari,1:19.520
5,20,Jody ScheckterSCH,Wolf Ford,1:19.570
6,7,John WatsonWAT,Brabham Alfa Romeo,1:19.870
7,1,James HuntHUN,McLaren Ford,1:20.110
8,22,Clay RegazzoniREG,Ensign Ford,1:20.130
9,2,Jochen MassMAS,McLaren Ford,1:20.140
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.160
11,19,Vittorio BrambillaBRA,Surtees Ford,1:20.260
12,6,Gunnar NilssonNIL,Lotus Ford,1:20.380
13,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:20.550
14,17,Alan  JonesJON,Shadow Ford,1:20.740
15,3,Ronnie PetersonPET,Tyrrell Ford,1:20.960
16,24,Rupert KeeganKEE,Hesketh Ford,1:21.030
17,10,Ian ScheckterSCH,March Ford,1:21.050
18,25,Harald ErtlERT,Hesketh Ford,1:21.160
19,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:21.560
20,18,Hans BinderBIN,Surtees Ford,1:21.730
21,37,Arturo MerzarioMER,March Ford,1:21.820
22,27,Patrick NeveNEV,,1:21.920
23,36,Emilio de VillotaDEV,McLaren Ford,1:21.970
24,16,Renzo ZorziZOR,Shadow Ford,1:22.090
25,30,Brett LungerLUN,McLaren Ford,1:22.240
