Pos,No,Driver,Car,Time
1,1,James HuntHUN,McLaren Ford,1:48.680
2,7,John WatsonWAT,Brabham Alfa Romeo,1:48.960
3,4,Patrick DepaillerDEP,Tyrrell Ford,1:49.130
4,11,Niki LaudaLAU,Ferrari,1:49.730
5,2,Jochen MassMAS,McLaren Ford,1:49.810
6,8,Carlos PacePAC,Brabham Alfa Romeo,1:49.970
7,12,Carlos ReutemannREU,Ferrari,1:50.020
8,5,Mario AndrettiAND,Lotus Ford,1:50.130
9,16,Tom PrycePRY,Shadow Ford,1:50.650
10,6,Gunnar NilssonNIL,Lotus Ford,1:50.660
11,20,Jody ScheckterSCH,Wolf Ford,1:50.760
12,22,Clay RegazzoniREG,Ensign Ford,1:50.970
13,19,Vittorio BrambillaBRA,Surtees Ford,1:51.030
14,3,Ronnie PetersonPET,Tyrrell Ford,1:51.340
15,26,Jacques LaffiteLAF,Ligier Matra,1:51.520
16,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:51.530
17,10,Ian ScheckterSCH,March Ford,1:52.400
18,18,Hans BinderBIN,Surtees Ford,1:53.110
19,29,Ingo HoffmanHOF,Fittipaldi Ford,1:53.280
20,9,Alex RibeiroRIB,March Ford,1:53.540
21,17,Renzo ZorziZOR,Shadow Ford,1:54.190
