Pos,No,Driver,Car,Time
1,1,James HuntHUN,McLaren Ford,1:15.960
2,8,Carlos PacePAC,Brabham Alfa Romeo,1:16.010
3,11,Niki LaudaLAU,Ferrari,1:16.290
4,4,Patrick DepaillerDEP,Tyrrell Ford,1:16.330
5,20,Jody ScheckterSCH,Wolf Ford,1:16.350
6,5,Mario AndrettiAND,Lotus Ford,1:16.380
7,3,Ronnie PetersonPET,Tyrrell Ford,1:16.440
8,12,Carlos ReutemannREU,Ferrari,1:16.540
9,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:16.640
10,6,Gunnar NilssonNIL,Lotus Ford,1:16.650
11,7,John WatsonWAT,Brabham Alfa Romeo,1:16.710
12,26,Jacques LaffiteLAF,Ligier Matra,1:16.740
13,2,Jochen MassMAS,McLaren Ford,1:16.990
14,19,Vittorio BrambillaBRA,Surtees Ford,1:17.080
15,16,Tom PrycePRY,Shadow Ford,1:17.110
16,22,Clay RegazzoniREG,Ensign Ford,1:17.210
17,9,Alex RibeiroRIB,March Ford,1:17.440
18,10,Hans-Joachim StuckSTU,March Ford,1:17.490
19,18,Hans BinderBIN,Surtees Ford,1:18.070
20,17,Renzo ZorziZOR,Shadow Ford,1:18.420
21,33,Boy HayjeHAY,March Ford,1:19.590
22,14,Larry PerkinsPER,BRM,1:21.770
23,30,Brett LungerLUN,McLaren Ford,1:24.350
