Pos,No,Driver,Car,Time
1,1,James HuntHUN,McLaren Ford,2:30.110
2,12,Carlos ReutemannREU,Ferrari,2:30.180
3,5,Mario AndrettiAND,Lotus Ford,2:30.350
4,2,Jochen MassMAS,McLaren Ford,2:30.360
5,8,Carlos PacePAC,Brabham Alfa Romeo,2:30.570
6,4,Patrick DepaillerDEP,Tyrrell Ford,2:30.690
7,7,John WatsonWAT,Brabham Alfa Romeo,2:31.090
8,3,Ronnie PetersonPET,Tyrrell Ford,2:31.630
9,22,Clay RegazzoniREG,Ensign Ford,2:31.690
10,6,Gunnar NilssonNIL,Lotus Ford,2:32.140
11,19,Vittorio BrambillaBRA,Surtees Ford,2:32.190
12,16,Tom PrycePRY,Shadow Ford,2:32.220
13,11,Niki LaudaLAU,Ferrari,2:32.370
14,26,Jacques LaffiteLAF,Ligier Matra,2:32.430
15,20,Jody ScheckterSCH,Wolf Ford,2:32.810
16,28,Emerson FittipaldiFIT,Fittipaldi Ford,2:32.940
17,10,Ian ScheckterSCH,March Ford,2:33.460
18,17,Renzo ZorziZOR,Shadow Ford,2:34.620
19,29,Ingo HoffmanHOF,Fittipaldi Ford,2:35.570
20,18,Hans BinderBIN,Surtees Ford,2:35.790
21,9,Alex RibeiroRIB,March Ford,2:36.190
22,14,Larry PerkinsPER,BRM,2:42.220
