Pos,No,Driver,Car,Time
1,1,James HuntHUN,McLaren Ford,1:38.080
2,12,Carlos ReutemannREU,Ferrari,1:38.150
3,20,Jody ScheckterSCH,Wolf Ford,1:38.290
4,5,Mario AndrettiAND,Lotus Ford,1:38.370
5,11,Niki LaudaLAU,Ferrari,1:38.540
6,16,Riccardo PatresePAT,Shadow Ford,1:38.680
7,22,Clay RegazzoniREG,Ensign Ford,1:38.680
8,26,Jacques LaffiteLAF,Ligier Matra,1:38.770
9,2,Jochen MassMAS,McLaren Ford,1:38.860
10,19,Vittorio BrambillaBRA,Surtees Ford,1:38.920
11,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:39.050
12,3,Ronnie PetersonPET,Tyrrell Ford,1:39.170
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:39.180
14,7,John WatsonWAT,Brabham Alfa Romeo,1:39.210
15,14,Bruno GiacomelliGIA,McLaren Ford,1:39.420
16,17,Alan  JonesJON,Shadow Ford,1:39.500
17,10,Ian ScheckterSCH,March Ford,1:39.620
18,34,Jean-Pierre JarierJAR,Penske Ford,1:39.630
19,6,Gunnar NilssonNIL,Lotus Ford,1:39.850
20,15,Jean-Pierre JabouilleJAB,Renault,1:40.030
21,23,Patrick TambayTAM,Ensign Ford,1:40.190
22,30,Brett LungerLUN,McLaren Ford,1:40.260
23,24,Rupert KeeganKEE,Hesketh Ford,1:40.280
24,27,Patrick NeveNEV,,1:40.510
