Pos,No,Driver,Car,Time
1,11,Niki LaudaLAU,Ferrari,1:39.320
2,1,James HuntHUN,McLaren Ford,1:39.450
3,5,Mario AndrettiAND,Lotus Ford,1:39.740
4,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,1:39.970
5,12,Carlos ReutemannREU,Ferrari,1:40.120
6,26,Jacques LaffiteLAF,Ligier Matra,1:40.220
7,23,Patrick TambayTAM,Ensign Ford,1:40.290
8,20,Jody ScheckterSCH,Wolf Ford,1:40.400
9,2,Jochen MassMAS,McLaren Ford,1:40.440
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:40.620
11,22,Clay RegazzoniREG,Ensign Ford,1:40.740
12,7,John WatsonWAT,Brabham Alfa Romeo,1:40.920
13,19,Vittorio BrambillaBRA,Surtees Ford,1:40.930
14,17,Alan  JonesJON,Shadow Ford,1:41.000
15,3,Ronnie PetersonPET,Tyrrell Ford,1:41.130
16,6,Gunnar NilssonNIL,Lotus Ford,1:41.240
17,30,Brett LungerLUN,McLaren Ford,1:41.400
18,34,Jean-Pierre JarierJAR,Penske Ford,1:41.700
19,18,Hans BinderBIN,Surtees Ford,1:41.710
20,24,Rupert KeeganKEE,Hesketh Ford,1:41.920
21,16,Arturo MerzarioMER,Shadow Ford,1:41.920
22,27,Patrick NeveNEV,,1:41.960
23,28,Emerson FittipaldiFIT,Fittipaldi Ford,1:42.150
24,10,Ian ScheckterSCH,March Ford,1:42.220
25,18,Vern SchuppanSCH,Surtees Ford,1:42.310
26,36,Emilio de VillotaDEV,McLaren Ford,1:42.380
