Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Mark WebberWEB,Red Bull Racing Renault,61,1:24.069,187.603
2,1,Sebastian VettelVET,Red Bull Racing Renault,57,1:24.553,186.529
3,10,Lewis HamiltonHAM,Mercedes,69,1:24.647,186.322
4,9,Nico RosbergROS,Mercedes,62,1:25.089,185.354
5,4,Felipe MassaMAS,Ferrari,59,1:25.176,185.164
6,7,Kimi RäikkönenRAI,Lotus Renault,61,1:25.260,184.982
7,8,Romain GrosjeanGRO,Lotus Renault,54,1:25.328,184.834
8,3,Fernando AlonsoALO,Ferrari,56,1:25.394,184.692
9,16,Pastor MaldonadoMAL,Williams Renault,69,1:25.597,184.254
10,6,Sergio PerezPER,McLaren Mercedes,59,1:26.143,183.086
11,5,Jenson ButtonBUT,McLaren Mercedes,56,1:26.195,182.975
12,18,Jean-Eric VergneVER,STR Ferrari,53,1:26.491,182.349
13,14,Paul di RestaDIR,Force India Mercedes,55,1:26.608,182.103
14,11,Nico HulkenbergHUL,Sauber Ferrari,58,1:26.740,181.826
15,19,Daniel RicciardoRIC,STR Ferrari,58,1:26.863,181.568
16,17,Valtteri BottasBOT,Williams Renault,41,1:27.127,181.018
17,21,Giedo van der GardeVDG,Caterham Renault,47,1:27.473,180.302
18,20,Charles PicPIC,Caterham Renault,54,1:27.725,179.784
19,23,Max ChiltonCHI,Marussia Cosworth,65,1:28.160,178.897
20,22,Jules BianchiBIA,Marussia Cosworth,57,1:28.250,178.715
21,15,Adrian SutilSUT,Force India Mercedes,12,1:28.548,178.113
22,12,Esteban Gutierrez GUT,Sauber Ferrari,16,1:29.135,176.940
