Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Sergio PerezPER,McLaren Mercedes,56,1:39.199,201.159
2,4,Felipe MassaMAS,Ferrari,50,1:39.805,199.937
3,1,Sebastian VettelVET,Red Bull Racing Renault,45,1:40.446,198.661
4,18,Jean-Eric VergneVER,STR Ferrari,45,1:40.492,198.571
5,5,Jenson ButtonBUT,McLaren Mercedes,43,1:40.556,198.444
6,2,Mark WebberWEB,Red Bull Racing Renault,45,1:40.685,198.190
7,11,Nico HulkenbergHUL,Sauber Ferrari,46,1:40.727,198.107
8,9,Nico RosbergROS,Mercedes,44,1:40.755,198.052
9,12,Esteban Gutierrez GUT,Sauber Ferrari,54,1:40.929,197.711
10,10,Lewis HamiltonHAM,Mercedes,32,1:41.001,197.570
11,8,Romain GrosjeanGRO,Lotus Renault,37,1:41.226,197.131
12,17,Valtteri BottasBOT,Williams Renault,54,1:41.373,196.845
13,7,Kimi RäikkönenRAI,Lotus Renault,37,1:41.769,196.079
14,22,Jules BianchiBIA,Marussia Cosworth,47,1:42.423,194.827
15,19,Daniel RicciardoRIC,STR Ferrari,35,1:42.581,194.527
16,15,Adrian SutilSUT,Force India Mercedes,24,1:42.791,194.129
17,20,Charles PicPIC,Caterham Renault,51,1:42.942,193.845
18,14,Paul di RestaDIR,Force India Mercedes,19,1:43.094,193.559
19,23,Max ChiltonCHI,Marussia Cosworth,44,1:43.150,193.454
20,21,Giedo van der GardeVDG,Caterham Renault,44,1:43.157,193.441
21,16,Pastor MaldonadoMAL,Williams Renault,34,1:43.465,192.865
