Pos,No,Driver,Car,Laps,Time/retired,Pts
1,63,George RussellRUS,Mercedes,24,30:11.307,8
2,55,Carlos SainzSAI,Ferrari,24,+3.995s,7
3,44,Lewis HamiltonHAM,Mercedes,24,+4.492s,6
4,1,Max VerstappenVER,Red Bull Racing RBPT,24,+10.494s,5
5,11,Sergio PerezPER,Red Bull Racing RBPT,24,+11.855s,4
6,16,Charles LeclercLEC,Ferrari,24,+13.133s,3
7,4,Lando NorrisNOR,McLaren Mercedes,24,+25.624s,2
8,20,Kevin MagnussenMAG,Haas Ferrari,24,+28.768s,1
9,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,24,+30.218s,0
10,10,Pierre GaslyGAS,AlphaTauri RBPT,24,+34.170s,0
11,3,Daniel RicciardoRIC,McLaren Mercedes,24,+39.395s,0
12,47,Mick SchumacherMSC,Haas Ferrari,24,+41.159s,0
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,24,+41.763s,0
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,24,+42.338s,0
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,24,+50.306s,0
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,24,+50.700s,0
17,31,Esteban OconOCO,Alpine Renault,24,+51.756s,0
18,14,Fernando AlonsoALO,Alpine Renault,24,+53.985s,0
19,6,Nicholas LatifiLAT,Williams Mercedes,24,+76.850s,0
NC,23,Alexander AlbonALB,Williams Mercedes,12,DNF,0
