Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,6,Nico RosbergROS,Mercedes,1:41.111,1:40.979,1:40.237,12
2,44,Lewis HamiltonHAM,Mercedes,1:40.974,1:40.758,1:40.614,12
3,7,Kimi RäikkönenRAI,Ferrari,1:42.500,1:41.612,1:41.051,14
4,11,Sergio PerezPER,Force India Mercedes,1:41.983,1:41.560,1:41.184,18
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:42.275,1:41.830,1:41.444,17
6,77,Valtteri BottasBOT,Williams Mercedes,1:42.608,1:41.868,1:41.656,19
7,27,Nico HulkenbergHUL,Force India Mercedes,1:41.996,1:41.925,1:41.686,15
8,19,Felipe MassaMAS,Williams Mercedes,1:42.303,1:42.349,1:41.759,20
9,26,Daniil KvyatKVY,Red Bull Racing Renault,1:42.540,1:42.328,1:41.933,22
10,55,Carlos SainzSAI,STR Renault,1:42.911,1:42.482,1:42.708,17
11,33,Max VerstappenVER,STR Renault,1:42.889,1:42.521,,14
12,22,Jenson ButtonBUT,McLaren Honda,1:42.570,1:42.668,,12
13,13,Pastor MaldonadoMAL,Lotus Mercedes,1:42.929,1:42.807,,13
14,12,Felipe NasrNAS,Sauber Ferrari,1:42.896,1:43.614,,14
15,8,Romain GrosjeanGRO,Lotus Mercedes,1:42.585,DNF,,11
16,5,Sebastian VettelVET,Ferrari,1:42.941,,,7
17,14,Fernando AlonsoALO,McLaren Honda,1:43.187,,,5
18,9,Marcus EricssonERI,Sauber Ferrari,1:43.838,,,7
19,28,Will StevensSTE,Marussia Ferrari,1:46.297,,,7
20,98,Roberto MerhiMER,Marussia Ferrari,1:47.434,,,8
