Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.796,1:33.068,1:32.248,14
2,6,Nico RosbergROS,Mercedes,1:33.475,1:32.737,1:32.361,14
3,19,Felipe MassaMAS,Williams Mercedes,1:34.542,1:33.707,1:33.085,21
4,77,Valtteri BottasBOT,Williams Mercedes,1:34.171,1:33.020,1:33.149,19
5,7,Kimi RäikkönenRAI,Ferrari,1:33.426,1:33.911,1:33.379,19
6,5,Sebastian VettelVET,Ferrari,1:33.562,1:33.641,1:33.547,18
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:34.422,1:33.520,1:33.636,22
8,55,Carlos SainzSAI,STR Renault,1:34.641,1:34.071,1:33.649,19
9,27,Nico HulkenbergHUL,Force India Mercedes,1:34.594,1:33.693,1:33.673,21
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:34.272,1:33.749,1:33.943,20
11,11,Sergio PerezPER,Force India Mercedes,1:34.250,1:34.268,,14
12,8,Romain GrosjeanGRO,Lotus Mercedes,1:34.646,1:34.430,,9
13,33,Max VerstappenVER,STR Renault,1:34.819,1:34.502,,14
14,13,Pastor MaldonadoMAL,Lotus Mercedes,1:34.877,1:34.511,,16
15,9,Marcus EricssonERI,Sauber Ferrari,1:34.643,1:34.868,,13
16,12,Felipe NasrNAS,Sauber Ferrari,1:34.888,,,7
17,14,Fernando AlonsoALO,McLaren Honda,1:34.959,,,8
18,22,Jenson ButtonBUT,McLaren Honda,1:35.207,,,9
19,28,Will StevensSTE,Marussia Ferrari,1:37.364,,,9
20,98,Roberto MerhiMER,Marussia Ferrari,1:39.377,,,8
