Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,6,Nico RosbergROS,Mercedes,1:56.671,1:56.824,,16
2,44,Lewis HamiltonHAM,Mercedes,1:56.871,1:56.929,,14
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:56.495,1:57.969,,16
4,26,Daniil KvyatKVY,Red Bull Racing Renault,1:57.640,1:58.434,,16
5,5,Sebastian VettelVET,Ferrari,2:00.950,1:58.596,,13
6,11,Sergio PerezPER,Force India Mercedes,1:59.284,1:59.210,,16
7,27,Nico HulkenbergHUL,Force India Mercedes,1:58.325,1:59.333,,16
8,7,Kimi RäikkönenRAI,Ferrari,1:58.198,1:59.703,,15
9,19,Felipe MassaMAS,Williams Mercedes,2:00.902,1:59.999,,17
10,33,Max VerstappenVER,STR Renault,1:58.689,2:00.199,,17
11,14,Fernando AlonsoALO,McLaren Honda,1:59.704,2:00.265,,16
12,77,Valtteri BottasBOT,Williams Mercedes,1:59.569,2:00.334,,16
13,8,Romain GrosjeanGRO,Lotus Mercedes,2:00.236,2:00.595,,17
14,22,Jenson ButtonBUT,McLaren Honda,2:00.261,2:01.193,,16
15,13,Pastor MaldonadoMAL,Lotus Mercedes,2:00.844,2:01.604,,17
16,9,Marcus EricssonERI,Sauber Ferrari,2:02.212,,,9
17,12,Felipe NasrNAS,Sauber Ferrari,2:03.194,,,9
18,53,Alexander RossiRSI,Marussia Ferrari,2:04.176,,,9
19,28,Will StevensSTE,Marussia Ferrari,2:04.526,,,9
NC,55,Carlos SainzSAI,STR Renault,2:07.304,,,3
