Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Sebastian VettelVET,Ferrari,1:46.017,1:44.743,1:43.885,14
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:46.166,1:45.291,1:44.428,17
3,7,Kimi RäikkönenRAI,Ferrari,1:46.467,1:45.140,1:44.667,17
4,26,Daniil KvyatKVY,Red Bull Racing Renault,1:45.340,1:44.979,1:44.745,15
5,44,Lewis HamiltonHAM,Mercedes,1:45.765,1:45.650,1:45.300,16
6,6,Nico RosbergROS,Mercedes,1:46.201,1:45.653,1:45.415,17
7,77,Valtteri BottasBOT,Williams Mercedes,1:46.231,1:45.887,1:45.676,20
8,33,Max VerstappenVER,STR Renault,1:46.483,1:45.635,1:45.798,16
9,19,Felipe MassaMAS,Williams Mercedes,1:46.879,1:45.701,1:46.077,19
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:46.860,1:45.805,1:46.413,18
11,27,Nico HulkenbergHUL,Force India Mercedes,1:46.669,1:46.305,,12
12,14,Fernando AlonsoALO,McLaren Honda,1:46.600,1:46.328,,12
13,11,Sergio PerezPER,Force India Mercedes,1:46.576,1:46.385,,13
14,55,Carlos SainzSAI,STR Renault,1:46.465,1:46.894,,13
15,22,Jenson ButtonBUT,McLaren Honda,1:46.891,1:47.019,,12
16,12,Felipe NasrNAS,Sauber Ferrari,1:46.965,,,8
17,9,Marcus EricssonERI,Sauber Ferrari,1:47.088,,,6
18,13,Pastor MaldonadoMAL,Lotus Mercedes,1:47.323,,,6
19,28,Will StevensSTE,Marussia Ferrari,1:51.021,,,8
20,53,Alexander RossiRSI,Marussia Ferrari,1:51.523,,,8
