Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:16.588,1:15.864,1:15.098,28
2,6,Nico RosbergROS,Mercedes,1:16.528,1:15.471,1:15.440,25
3,5,Sebastian VettelVET,Ferrari,1:17.502,1:16.181,1:15.849,24
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:17.254,1:16.706,1:16.041,28
5,26,Daniil KvyatKVY,Red Bull Racing Renault,1:16.845,1:16.453,1:16.182,26
6,7,Kimi RäikkönenRAI,Ferrari,1:17.660,1:16.440,1:16.427,23
7,11,Sergio PerezPER,Force India Mercedes,1:17.376,1:16.999,1:16.808,22
8,55,Carlos SainzSAI,STR Renault,1:17.246,1:16.762,1:16.931,29
9,13,Pastor MaldonadoMAL,Lotus Mercedes,1:17.630,1:16.775,1:16.946,30
10,33,Max VerstappenVER,STR Renault,1:16.750,1:16.546,1:16.957,29
11,8,Romain GrosjeanGRO,Lotus Mercedes,1:17.767,1:17.007,,22
12,22,Jenson ButtonBUT,McLaren Honda,1:17.492,1:17.093,,20
13,27,Nico HulkenbergHUL,Force India Mercedes,1:17.552,1:17.193,,16
14,19,Felipe MassaMAS,Williams Mercedes,1:17.679,1:17.278,,22
15,14,Fernando AlonsoALO,McLaren Honda,1:17.778,1:26.632,,11
16,12,Felipe NasrNAS,Sauber Ferrari,1:18.101,,,11
17,77,Valtteri BottasBOT,Williams Mercedes,1:18.434,,,10
18,9,Marcus EricssonERI,Sauber Ferrari,1:18.513,,,11
19,28,Will StevensSTE,Marussia Ferrari,1:20.655,,,9
20,98,Roberto MerhiMER,Marussia Ferrari,1:20.904,,,10
