Pos,No,Driver,Car,Time
1,4,Phil HillHIL,Ferrari,3:59.300
2,2,Wolfgang von TripsVON,Ferrari,4:00.100
3,8,Olivier  GendebienGEN,Ferrari,4:03.000
4,24,John SurteesSUR,Cooper Climax,4:06.000
5,6,Richie GintherGIN,Ferrari,4:06.100
6,36,Graham HillHIL,BRM Climax,4:07.600
7,38,Tony BrooksBRO,BRM Climax,4:07.900
8,14,Stirling MossMOS,Lotus Climax,4:08.200
9,18,Jo BonnierBON,Porsche,4:08.300
10,20,Dan GurneyGUR,Porsche,4:08.400
11,28,Jack BrabhamBRA,Cooper Climax,4:08.600
12,44,Masten GregoryGRE,Lotus Climax,4:10.200
13,40,Jackie  Lewis LEW,Cooper Climax,4:11.100
14,22,Carel Godin de Beaufort DEB,Porsche,4:16.700
15,30,Bruce McLarenMCL,Cooper Climax,4:17.400
16,34,Jim ClarkCLA,Lotus Climax,4:17.700
17,46,Lorenzo BandiniBAN,Cooper Maserati,4:19.000
18,32,Innes IrelandIRE,Lotus Climax,4:20.000
19,26,Maurice  TrintignantTRI,De Tomaso OSCA,4:21.400
20,10,Willy MairesseMAI,Lotus Climax,
21,12,Lucien BianchiBIA,Lotus Climax,4:27.300
