Pos,No,Driver,Car,Time
1,4,Wolfgang von TripsVON,Ferrari,2:46.300
2,8,Ricardo  Rodriguez ROD,Ferrari,2:46.400
3,6,Richie GintherGIN,Ferrari,2:46.800
4,2,Phil HillHIL,Ferrari,2:47.200
5,24,Graham HillHIL,BRM Climax,2:48.700
6,32,Giancarlo BaghettiBAG,Ferrari,2:49.000
7,36,Jim ClarkCLA,Lotus Climax,2:49.200
8,44,Jo BonnierBON,Porsche,2:49.600
9,38,Innes IrelandIRE,Lotus Climax,2:50.300
10,10,Jack BrabhamBRA,Cooper Climax,2:51.600
11,28,Stirling MossMOS,Lotus Climax,2:51.800
12,46,Dan GurneyGUR,Porsche,2:52.000
13,26,Tony BrooksBRO,BRM Climax,2:52.200
14,12,Bruce McLarenMCL,Cooper Climax,2:53.400
15,74,Carel Godin de Beaufort DEB,Porsche,2:53.800
16,60,Jackie  Lewis LEW,Cooper Climax,2:54.000
17,22,Masten GregoryGRE,Lotus Climax,2:55.200
18,40,Roy SalvadoriSAL,Cooper Climax,2:55.200
19,42,John SurteesSUR,Cooper Climax,2:55.600
20,50,Nino VaccarellaVAC,De Tomaso OSCA,2:56.000
21,62,Lorenzo BandiniBAN,Cooper Maserati,2:57.700
22,48,Maurice  TrintignantTRI,De Tomaso OSCA,2:58.700
23,20,Henry TaylorTAY,Lotus Climax,3:00.600
24,54,Roberto BussinelloBUS,De Tomaso Alfa Romeo,3:01.700
25,18,Gerry  Ashmore ASH,Lotus Climax,3:03.000
26,30,Jack  FairmanFAI,Cooper Climax,3:04.800
27,16,Tim  Parnell PAR,Lotus Climax,3:05.700
28,56,Wolfgang SeidelSEI,Lotus Climax,3:06.000
29,58,Renato  Pirocchi PIR,Cooper Maserati,3:06.500
30,72,Gaetano   StarrabbaSTA,Lotus Maserati,3:07.900
31,14,Brian  Naylor NAY,JBW Climax,3:08.100
32,52,Roberto  Lippi LIP,De Tomaso OSCA,3:08.900
