Pos,No,Driver,Car,Time
1,16,Phil HillHIL,Ferrari,2:24.900
2,20,Wolfgang von TripsVON,Ferrari,2:26.400
3,18,Richie GintherGIN,Ferrari,2:26.800
4,26,Stirling MossMOS,Lotus Climax,2:27.600
5,8,Jim ClarkCLA,Lotus Climax,2:29.000
6,22,Graham HillHIL,BRM Climax,2:29.100
7,40,John SurteesSUR,Cooper Climax,2:29.100
8,4,Bruce McLarenMCL,Cooper Climax,2:29.400
9,12,Dan GurneyGUR,Porsche,2:29.600
10,6,Innes IrelandIRE,Lotus Climax,2:29.800
11,24,Tony BrooksBRO,BRM Climax,2:29.900
12,50,Giancarlo BaghettiBAG,Ferrari,2:30.500
13,10,Jo BonnierBON,Porsche,2:30.500
14,2,Jack BrabhamBRA,Cooper Climax,2:31.000
15,42,Roy SalvadoriSAL,Cooper Climax,2:31.200
16,36,Masten GregoryGRE,Lotus Climax,2:31.300
17,14,Carel Godin de Beaufort DEB,Porsche,2:31.800
18,44,Jackie  Lewis LEW,Cooper Climax,2:32.000
19,28,Lucien BianchiBIA,Lotus Climax,2:33.400
20,48,Willy MairesseMAI,Lotus Climax,2:35.800
21,52,Bernard  Collomb COL,Cooper Climax,2:36.800
22,46,Michael  May MAY,Lotus Climax,2:37.900
23,32,Maurice  TrintignantTRI,De Tomaso OSCA,2:38.800
24,38,Ian Burgess BUR,Lotus Climax,2:39.700
25,30,Henry TaylorTAY,Lotus Climax,2:40.300
26,34,Giorgio  Scarlatti SCA,De Tomaso OSCA,2:47.100
