Pos,No,Driver,Car,Time
1,20,Stirling MossMOS,Lotus Climax,1:39.100
2,36,Richie GintherGIN,Ferrari,1:39.300
3,28,Jim ClarkCLA,Lotus Climax,1:39.600
4,18,Graham HillHIL,BRM Climax,1:39.600
5,38,Phil HillHIL,Ferrari,1:39.800
6,40,Wolfgang von TripsVON,Ferrari,1:39.800
7,26,Bruce McLarenMCL,Cooper Climax,1:39.800
8,16,Tony BrooksBRO,BRM Climax,1:40.100
9,2,Jo BonnierBON,Porsche,1:40.300
10,4,Dan GurneyGUR,Porsche,1:40.600
11,22,John SurteesSUR,Cooper Climax,1:41.100
12,6,Hans  HerrmannHER,Porsche,1:41.100
13,8,Michael  May MAY,Lotus Climax,1:42.000
14,32,Cliff AllisonALL,Lotus Climax,1:42.300
15,42,Maurice  TrintignantTRI,De Tomaso OSCA,1:42.400
16,24,Jack BrabhamBRA,Cooper Climax,1:44.000
