Pos,No,Driver,Car,Time
1,1,Jack BrabhamBRA,Cooper Climax,1:17.000
2,4,Graham HillHIL,BRM Climax,1:18.100
3,7,Stirling MossMOS,Lotus Climax,1:18.200
4,2,Bruce McLarenMCL,Cooper Climax,1:18.200
5,14,Jim ClarkCLA,Lotus Climax,1:18.300
6,5,Tony BrooksBRO,BRM Climax,1:18.300
7,12,Dan GurneyGUR,Porsche,1:18.600
8,15,Innes IrelandIRE,Lotus Climax,1:18.800
9,18,John SurteesSUR,Cooper Climax,1:18.900
10,11,Jo BonnierBON,Porsche,1:18.900
11,22,Masten GregoryGRE,Lotus Climax,1:19.100
12,19,Roy SalvadoriSAL,Cooper Climax,1:19.200
13,16,Peter   RyanRYA,Lotus Climax,1:20.000
14,60,Walt   HansgenHAN,Lotus Climax,1:20.400
15,21,Olivier  GendebienGEN,Lotus Climax,1:20.500
16,6,Roger  Penske PEN,Cooper Climax,1:20.600
17,3,Hap  Sharp SHA,Cooper Climax,1:21.000
18,17,Jim  Hall HAL,Lotus Climax,1:21.800
19,26,Lloyd  Ruby RUB,Lotus Climax,1:21.800
