Pos,No,Driver,Car,Time
1,2,Phil HillHIL,Ferrari,1:58.800
2,6,Richie GintherGIN,Ferrari,1:58.800
3,8,Jo BonnierBON,Porsche,1:58.800
4,4,Wolfgang von TripsVON,Ferrari,1:58.800
5,28,Stirling MossMOS,Lotus Climax,1:59.000
6,22,Tony BrooksBRO,BRM Climax,1:59.000
7,16,Innes IrelandIRE,Lotus Climax,1:59.200
8,18,Jim ClarkCLA,Lotus Climax,1:59.200
9,12,Jack BrabhamBRA,Cooper Climax,1:59.400
10,34,John SurteesSUR,Cooper Climax,1:59.600
11,20,Graham HillHIL,BRM Climax,2:00.000
12,10,Dan GurneyGUR,Porsche,2:00.200
13,36,Roy SalvadoriSAL,Cooper Climax,2:00.800
14,14,Bruce McLarenMCL,Cooper Climax,2:01.000
15,46,Jackie  Lewis LEW,Cooper Climax,2:01.000
16,42,Masten GregoryGRE,Lotus Climax,2:01.400
17,34,Henry TaylorTAY,Lotus Climax,2:01.800
18,56,Carel Godin de Beaufort DEB,Porsche,2:02.000
19,58,Giancarlo BaghettiBAG,Ferrari,2:02.000
20,26,Jack  FairmanFAI,Lotus Climax,2:03.400
21,62,Lorenzo BandiniBAN,Cooper Maserati,2:03.600
22,52,Wolfgang SeidelSEI,Lotus Climax,2:04.200
23,54,Keith  Greene GRE,Gilby Climax,2:06.000
24,50,Tony MaggsMAG,Lotus Climax,2:06.400
25,44,Ian Burgess BUR,Lotus Climax,2:06.600
26,40,Gerry  Ashmore ASH,Lotus Climax,2:08.200
27,25,Tony  Marsh MAR,Lotus Climax,2:09.600
28,62,Massimo  Natili NAT,Cooper Maserati,2:10.200
29,38,Tim  Parnell PAR,Lotus Climax,2:16.800
30,32,Lucien BianchiBIA,Lotus Climax,2:18.800
