Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:36.293
2,8,Mika HakkinenHAK,McLaren Mercedes,1:36.471
3,7,David CoulthardCOU,McLaren Mercedes,1:37.496
4,4,Eddie IrvineIRV,Ferrari,1:38.197
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:38.272
6,1,Jacques VilleneuveVIL,Williams Mecachrome,1:38.448
7,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:38.461
8,9,Damon HillHIL,Jordan Mugen Honda,1:38.603
9,6,Alexander WurzWUR,Benetton Playlife,1:38.959
10,5,Giancarlo FisichellaFIS,Benetton Playlife,1:39.080
11,15,Johnny HerbertHER,Sauber Petronas,1:39.234
12,14,Jean AlesiALE,Sauber Petronas,1:39.448
13,11,Olivier PanisPAN,Prost Peugeot,1:40.037
14,12,Jarno TrulliTRU,Prost Peugeot,1:40.111
15,17,Mika SaloSAL,Arrows,1:40.387
16,18,Rubens BarrichelloBAR,Stewart Ford,1:40.502
17,21,Toranosuke TakagiTAK,Tyrrell Ford,1:40.619
18,16,Pedro DinizDIN,Arrows,1:40.687
19,19,Jos VerstappenVER,Stewart Ford,1:40.943
20,22,Shinji NakanoNAK,Minardi Ford,1:41.315
21,23,Esteban TueroTUE,Minardi Ford,1:42.358
