Pos,No,Driver,Car,Time
1,7,David CoulthardCOU,McLaren Mercedes,1:18.213
2,8,Mika HakkinenHAK,McLaren Mercedes,1:18.282
3,3,Michael SchumacherMSC,Ferrari,1:18.497
4,5,Giancarlo FisichellaFIS,Benetton Playlife,1:18.826
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:19.242
6,1,Jacques VilleneuveVIL,Williams Mecachrome,1:19.588
7,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:19.614
8,4,Eddie IrvineIRV,Ferrari,1:19.616
9,14,Jean AlesiALE,Sauber Petronas,1:19.693
10,9,Damon HillHIL,Jordan Mugen Honda,1:19.717
11,6,Alexander WurzWUR,Benetton Playlife,1:19.765
12,15,Johnny HerbertHER,Sauber Petronas,1:19.845
13,18,Rubens BarrichelloBAR,Stewart Ford,1:19.953
14,12,Jarno TrulliTRU,Prost Peugeot,1:20.188
15,11,Olivier PanisPAN,Prost Peugeot,1:20.303
16,21,Toranosuke TakagiTAK,Tyrrell Ford,1:20.328
17,17,Mika SaloSAL,Arrows,1:20.536
18,22,Shinji NakanoNAK,Minardi Ford,1:21.230
19,16,Pedro DinizDIN,Arrows,1:21.301
20,19,Jan MagnussenMAG,Stewart Ford,1:21.629
21,23,Esteban TueroTUE,Minardi Ford,1:21.822
22,20,Ricardo RossetROS,Tyrrell Ford,1:21.824
