Pos,No,Driver,Car,Time
1,7,David CoulthardCOU,McLaren Mercedes,1:25.973
2,8,Mika HakkinenHAK,McLaren Mercedes,1:26.075
3,3,Michael SchumacherMSC,Ferrari,1:26.437
4,4,Eddie IrvineIRV,Ferrari,1:27.169
5,6,Alexander WurzWUR,Benetton Playlife,1:27.273
6,1,Jacques VilleneuveVIL,Williams Mecachrome,1:27.390
7,9,Damon HillHIL,Jordan Mugen Honda,1:27.592
8,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:27.645
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:27.866
10,5,Giancarlo FisichellaFIS,Benetton Playlife,1:27.937
11,15,Johnny HerbertHER,Sauber Petronas,1:28.111
12,14,Jean AlesiALE,Sauber Petronas,1:28.191
13,11,Olivier PanisPAN,Prost Peugeot,1:28.270
14,17,Mika SaloSAL,Arrows,1:28.798
15,21,Toranosuke TakagiTAK,Tyrrell Ford,1:29.073
16,12,Jarno TrulliTRU,Prost Peugeot,1:29.584
17,18,Rubens BarrichelloBAR,Stewart Ford,1:29.641
18,16,Pedro DinizDIN,Arrows,1:29.932
19,23,Esteban TueroTUE,Minardi Ford,1:30.649
20,19,Jan MagnussenMAG,Stewart Ford,1:31.017
21,22,Shinji NakanoNAK,Minardi Ford,1:31.255
22,20,Ricardo RossetROS,Tyrrell Ford,1:31.482
