Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:25.289
2,1,Jacques VilleneuveVIL,Williams Mecachrome,1:25.561
3,8,Mika HakkinenHAK,McLaren Mercedes,1:25.679
4,7,David CoulthardCOU,McLaren Mercedes,1:25.987
5,4,Eddie IrvineIRV,Ferrari,1:26.159
6,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:26.309
7,6,Alexander WurzWUR,Benetton Playlife,1:26.567
8,14,Jean AlesiALE,Sauber Petronas,1:26.637
9,11,Olivier PanisPAN,Prost Peugeot,1:26.681
10,12,Jarno TrulliTRU,Prost Peugeot,1:26.794
11,5,Giancarlo FisichellaFIS,Benetton Playlife,1:26.817
12,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:26.836
13,18,Rubens BarrichelloBAR,Stewart Ford,1:27.247
14,9,Damon HillHIL,Jordan Mugen Honda,1:27.362
15,15,Johnny HerbertHER,Sauber Petronas,1:27.510
16,17,Mika SaloSAL,Arrows,1:27.744
17,19,Jos VerstappenVER,Stewart Ford,1:28.212
18,20,Ricardo RossetROS,Tyrrell Ford,1:28.286
19,21,Toranosuke TakagiTAK,Tyrrell Ford,1:28.346
20,16,Pedro DinizDIN,Arrows,1:28.387
21,22,Shinji NakanoNAK,Minardi Ford,1:29.101
22,23,Esteban TueroTUE,Minardi Ford,1:29.417
