Pos,No,Driver,Car,Time
1,8,Mika HakkinenHAK,McLaren Mercedes,1:30.010
2,7,David CoulthardCOU,McLaren Mercedes,1:30.053
3,3,Michael SchumacherMSC,Ferrari,1:30.767
4,1,Jacques VilleneuveVIL,Williams Mecachrome,1:30.919
5,15,Johnny HerbertHER,Sauber Petronas,1:31.384
6,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:31.397
7,5,Giancarlo FisichellaFIS,Benetton Playlife,1:31.733
8,4,Eddie IrvineIRV,Ferrari,1:31.767
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:32.392
10,9,Damon HillHIL,Jordan Mugen Honda,1:32.399
11,6,Alexander WurzWUR,Benetton Playlife,1:32.726
12,14,Jean AlesiALE,Sauber Petronas,1:33.240
13,21,Toranosuke TakagiTAK,Tyrrell Ford,1:33.291
14,18,Rubens BarrichelloBAR,Stewart Ford,1:33.383
15,12,Jarno TrulliTRU,Prost Peugeot,1:33.739
16,17,Mika SaloSAL,Arrows,1:33.927
17,23,Esteban TueroTUE,Minardi Ford,1:34.646
18,19,Jan MagnussenMAG,Stewart Ford,1:34.906
19,20,Ricardo RossetROS,Tyrrell Ford,1:35.119
20,16,Pedro DinizDIN,Arrows,1:35.140
21,11,Olivier PanisPAN,Prost Peugeot,1:35.215
22,22,Shinji NakanoNAK,Minardi Ford,1:35.301
