Pos,No,Driver,Car,Time
1,8,Mika HakkinenHAK,McLaren Mercedes,1:20.262
2,7,David CoulthardCOU,McLaren Mercedes,1:20.996
3,3,Michael SchumacherMSC,Ferrari,1:21.785
4,5,Giancarlo FisichellaFIS,Benetton Playlife,1:21.894
5,6,Alexander WurzWUR,Benetton Playlife,1:21.965
6,4,Eddie IrvineIRV,Ferrari,1:22.350
7,15,Johnny HerbertHER,Sauber Petronas,1:22.794
8,9,Damon HillHIL,Jordan Mugen Honda,1:22.835
9,18,Rubens BarrichelloBAR,Stewart Ford,1:22.860
10,1,Jacques VilleneuveVIL,Williams Mecachrome,1:22.885
11,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:22.927
12,11,Olivier PanisPAN,Prost Peugeot,1:22.963
13,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:23.197
14,14,Jean AlesiALE,Sauber Petronas,1:23.327
15,16,Pedro DinizDIN,Arrows,1:23.704
16,12,Jarno TrulliTRU,Prost Peugeot,1:23.748
17,17,Mika SaloSAL,Arrows,1:23.887
18,19,Jan MagnussenMAG,Stewart Ford,1:24.112
19,23,Esteban TueroTUE,Minardi Ford,1:24.265
20,22,Shinji NakanoNAK,Minardi Ford,1:24.538
21,21,Toranosuke TakagiTAK,Tyrrell Ford,1:24.722
