Pos,No,Driver,Car,Time
1,5,Giancarlo FisichellaFIS,Benetton Playlife,1:29.598
2,14,Jean AlesiALE,Sauber Petronas,1:30.317
3,8,Mika HakkinenHAK,McLaren Mercedes,1:30.517
4,3,Michael SchumacherMSC,Ferrari,1:30.551
5,18,Rubens BarrichelloBAR,Stewart Ford,1:31.005
6,17,Mika SaloSAL,Arrows,1:31.028
7,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,1:31.515
8,4,Eddie IrvineIRV,Ferrari,1:31.651
9,10,Ralf SchumacherRSC,Jordan Mugen Honda,1:31.917
10,11,Olivier PanisPAN,Prost Peugeot,1:32.081
11,1,Jacques VilleneuveVIL,Williams Mecachrome,1:32.083
12,19,Jos VerstappenVER,Stewart Ford,1:32.099
13,16,Pedro DinizDIN,Arrows,1:32.206
14,7,David CoulthardCOU,McLaren Mercedes,1:32.399
15,9,Damon HillHIL,Jordan Mugen Honda,1:32.718
16,12,Jarno TrulliTRU,Prost Peugeot,1:32.906
17,6,Alexander WurzWUR,Benetton Playlife,1:33.185
18,15,Johnny HerbertHER,Sauber Petronas,1:33.205
19,23,Esteban TueroTUE,Minardi Ford,1:33.399
20,21,Toranosuke TakagiTAK,Tyrrell Ford,1:34.090
21,22,Shinji NakanoNAK,Minardi Ford,1:34.536
22,20,Ricardo RossetROS,Tyrrell Ford,1:34.910
