Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Jackie StewartSTE,Matra Ford,90,2:16:53.990,9
2,6,Bruce McLarenMCL,McLaren Ford,88,+2 laps,6
3,8,Jean-Pierre BeltoiseBEL,Matra Ford,87,+3 laps,4
4,5,Denny HulmeHUL,McLaren Ford,87,+3 laps,3
5,14,John SurteesSUR,BRM,84,+6 laps,2
6,4,Jacky IckxICK,Brabham Ford,83,DNF,1
NC,9,Pedro RodriguezROD,BRM,73,DNF,0
NC,15,Chris AmonAMO,Ferrari,56,DNF,0
NC,3,Jack BrabhamBRA,Brabham Ford,51,DNF,0
NC,10,Jo SiffertSIF,Lotus Ford,30,DNF,0
NC,2,Jochen RindtRIN,Lotus Ford,19,DNF,0
NC,11,Piers   CourageCOU,Brabham Ford,18,DNF,0
NC,1,Graham HillHIL,Lotus Ford,8,DNF,0
NC,12,Jackie OliverOLI,BRM,1,DNF,0
