Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Jacky IckxICK,Brabham Ford,90,1:59:25.700,9
2,12,Jack BrabhamBRA,Brabham Ford,90,+46.200s,6
3,2,Jochen RindtRIN,Lotus Ford,90,+52.000s,4
4,18,Jean-Pierre BeltoiseBEL,Matra Ford,89,+1 lap,3
5,4,Bruce McLarenMCL,McLaren Ford,87,+3 laps,2
6,19,Johnny  Servoz-Gavin SER,Matra Ford,84,+6 laps,1
7,25,Pete  Lovely LOV,Lotus Ford,81,+9 laps,0
NC,16,Bill   BrackBRA,BRM,80,+10 laps,0
NC,1,Graham HillHIL,Lotus Ford,42,DNF,0
NC,9,Jo SiffertSIF,Lotus Ford,40,DNF,0
NC,3,John   MilesMIL,Lotus Ford,40,DNF,0
NC,6,Pedro RodriguezROD,Ferrari,37,DNF,0
NC,17,Jackie StewartSTE,Matra Ford,32,DNF,0
DQ,69,Al  Pease PEA,Eagle Climax,22,DSQ,0
NC,14,John SurteesSUR,BRM,15,DNF,0
NC,21,Piers   CourageCOU,Brabham Ford,13,DNF,0
NC,26,John  Cordts COR,Brabham Climax,10,DNF,0
NC,5,Denny HulmeHUL,McLaren Ford,9,DNF,0
NC,15,Jackie OliverOLI,BRM,2,DNF,0
NC,20,Silvio  Moser MOS,Brabham Ford,0,DNF,0
