Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Jackie StewartSTE,Matra Ford,38,1:56:47.400,9
2,7,Jean-Pierre BeltoiseBEL,Matra Ford,38,+57.100s,6
3,11,Jacky IckxICK,Brabham Ford,38,+57.300s,4
4,5,Bruce McLarenMCL,McLaren Ford,37,+1 lap,3
5,10,Vic  Elford ELF,McLaren Ford,37,+1 lap,2
6,1,Graham HillHIL,Lotus Ford,37,+1 lap,1
7,12,Silvio  Moser MOS,Brabham Ford,36,+2 laps,0
8,4,Denny HulmeHUL,McLaren Ford,35,+3 laps,0
9,3,Jo SiffertSIF,Lotus Ford,34,+4 laps,0
NC,6,Chris AmonAMO,Ferrari,30,DNF,0
NC,15,Jochen RindtRIN,Lotus Ford,22,DNF,0
NC,9,Piers   CourageCOU,Brabham Ford,21,DNF,0
NC,14,John   MilesMIL,Lotus Ford,1,DNF,0
