Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,1,Michael SchumacherMSC,Ferrari,24,14:43:47,28.415,28.415
1,3,Jean AlesiALE,Benetton Renault,32,14:59:24,32.741,32.741
1,4,Gerhard BergerBER,Benetton Renault,34,15:03:11,33.336,33.336
1,15,Heinz-Harald FrentzenFRE,Sauber Ford,34,15:03:22,31.056,31.056
1,17,Jos VerstappenVER,Footwork Hart,34,15:03:23,37.208,37.208
1,6,Jacques VilleneuveVIL,Williams Renault,36,15:06:56,31.279,31.279
1,10,Pedro DinizDIN,Ligier Mugen Honda,38,15:12:28,31.534,31.534
2,1,Michael SchumacherMSC,Ferrari,42,15:16:48,30.356,58.771
1,11,Rubens BarrichelloBAR,Jordan Peugeot,42,15:18:02,30.512,30.512
1,7,Mika HakkinenHAK,McLaren Mercedes,42,15:19:26,32.073,32.073
2,11,Rubens BarrichelloBAR,Jordan Peugeot,45,15:24:29,10:10.710,10:41.222
