Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,22,Luca BadoerBAD,Forti Ford,14,14:19:31,29.107,29.107
1,9,Olivier PanisPAN,Ligier Mugen Honda,18,14:24:35,26.160,26.160
1,19,Mika SaloSAL,Tyrrell Yamaha,18,14:24:43,26.292,26.292
1,11,Rubens BarrichelloBAR,Jordan Peugeot,20,14:27:18,26.322,26.322
1,3,Jean AlesiALE,Benetton Renault,21,14:28:04,25.349,25.349
1,20,Pedro LamyLAM,Minardi Ford,22,14:30:51,27.958,27.958
1,12,Martin BrundleBRU,Jordan Peugeot,23,14:31:14,26.108,26.108
1,4,Gerhard BergerBER,Benetton Renault,24,14:32:11,26.076,26.076
1,16,Ricardo RossetROS,Footwork Hart,24,14:33:23,29.474,29.474
1,8,David CoulthardCOU,McLaren Mercedes,25,14:33:56,24.776,24.776
1,18,Ukyo KatayamaKAT,Tyrrell Yamaha,25,14:34:16,26.750,26.750
1,15,Heinz-Harald FrentzenFRE,Sauber Ford,26,14:35:34,25.419,25.419
1,5,Damon HillHIL,Williams Renault,27,14:35:54,26.633,26.633
1,7,Mika HakkinenHAK,McLaren Mercedes,27,14:36:07,25.263,25.263
1,14,Johnny HerbertHER,Sauber Ford,28,14:38:40,25.815,25.815
1,6,Jacques VilleneuveVIL,Williams Renault,30,14:40:06,27.326,27.326
2,9,Olivier PanisPAN,Ligier Mugen Honda,36,14:49:10,25.396,51.556
2,3,Jean AlesiALE,Benetton Renault,42,14:56:30,28.093,53.442
2,4,Gerhard BergerBER,Benetton Renault,46,15:02:00,25.955,52.031
2,19,Mika SaloSAL,Tyrrell Yamaha,45,15:02:01,24.796,51.088
2,11,Rubens BarrichelloBAR,Jordan Peugeot,46,15:02:56,26.718,53.040
2,12,Martin BrundleBRU,Jordan Peugeot,48,15:05:27,28.608,54.716
2,6,Jacques VilleneuveVIL,Williams Renault,49,15:05:37,26.581,53.907
2,20,Pedro LamyLAM,Minardi Ford,47,15:06:21,26.440,54.398
2,8,David CoulthardCOU,McLaren Mercedes,49,15:06:29,24.650,49.426
2,16,Ricardo RossetROS,Footwork Hart,48,15:07:18,28.184,57.658
2,15,Heinz-Harald FrentzenFRE,Sauber Ford,50,15:08:41,24.127,49.546
2,7,Mika HakkinenHAK,McLaren Mercedes,51,15:08:45,32.877,58.140
2,5,Damon HillHIL,Williams Renault,53,15:10:47,25.014,51.647
2,14,Johnny HerbertHER,Sauber Ford,52,15:12:09,25.032,50.847
3,9,Olivier PanisPAN,Ligier Mugen Honda,54,15:13:33,24.988,1:16.544
