Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,18,Ukyo KatayamaKAT,Tyrrell Yamaha,3,14:04:57,58.176,58.176
1,7,Mika HakkinenHAK,McLaren Mercedes,4,14:06:06,31.247,31.247
1,6,Jacques VilleneuveVIL,Williams Renault,11,14:16:39,21.127,21.127
2,18,Ukyo KatayamaKAT,Tyrrell Yamaha,15,14:24:01,21.666,1:19.842
1,17,Jos VerstappenVER,Footwork Hart,17,14:25:42,21.323,21.323
2,6,Jacques VilleneuveVIL,Williams Renault,25,14:37:52,19.334,40.461
1,16,Ricardo RossetROS,Footwork Hart,25,14:38:23,24.071,24.071
1,10,Pedro DinizDIN,Ligier Mugen Honda,26,14:38:56,23.281,23.281
1,12,Martin BrundleBRU,Jordan Peugeot,27,14:40:21,22.855,22.855
1,14,Johnny HerbertHER,Sauber Ford,29,14:43:31,21.364,21.364
1,3,Jean AlesiALE,Benetton Renault,31,14:45:33,20.845,20.845
1,11,Rubens BarrichelloBAR,Jordan Peugeot,31,14:46:13,21.724,21.724
1,1,Michael SchumacherMSC,Ferrari,33,14:48:25,20.394,20.394
2,7,Mika HakkinenHAK,McLaren Mercedes,33,14:49:07,21.925,53.172
2,17,Jos VerstappenVER,Footwork Hart,34,14:51:22,21.062,42.385
3,18,Ukyo KatayamaKAT,Tyrrell Yamaha,35,14:54:33,26.350,1:46.192
3,6,Jacques VilleneuveVIL,Williams Renault,39,14:58:53,20.041,1:00.502
