Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:21.356,,8
2,2,Rubens BarrichelloBAR,Ferrari,1:22.885,+1.529s,14
3,12,Felipe MassaMAS,Sauber Petronas,1:22.971,+1.615s,6
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:23.723,+2.367s,6
5,7,Mark WebberWEB,Williams BMW,1:23.788,+2.432s,4
6,15,Vitantonio LiuzziLIU,RBR Cosworth,1:23.894,+2.538s,17
7,6,Giancarlo FisichellaFIS,Renault,1:24.120,+2.764s,3
8,17,Ralf SchumacherRSC,Toyota,1:24.156,+2.800s,4
9,10,Alexander WurzWUR,McLaren Mercedes,1:24.262,+2.906s,7
10,8,Nick HeidfeldHEI,Williams BMW,1:24.341,+2.985s,4
11,14,David CoulthardCOU,RBR Cosworth,1:24.523,+3.167s,13
12,3,Jenson ButtonBUT,BAR Honda,1:24.757,+3.401s,5
13,4,Takuma SatoSAT,BAR Honda,1:24.770,+3.414s,6
14,19,Narain KarthikeyanKAR,Jordan Toyota,1:25.148,+3.792s,5
15,18,Tiago MonteiroMON,Jordan Toyota,1:25.197,+3.841s,12
16,11,Jacques VilleneuveVIL,Sauber Petronas,1:25.393,+4.037s,6
17,16,Jarno TrulliTRU,Toyota,1:25.730,+4.374s,3
18,21,Christijan AlbersALB,Minardi Cosworth,1:27.658,+6.302s,10
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:27.854,+6.498s,7
