Pos,No,Driver,Car,Time,Gap,Laps
1,9,Kimi RäikkönenRAI,McLaren Mercedes,1:20.975,,7
2,5,Fernando AlonsoALO,Renault,1:21.402,+0.427s,9
3,3,Jenson ButtonBUT,BAR Honda,1:21.996,+1.021s,6
4,6,Giancarlo FisichellaFIS,Renault,1:22.331,+1.356s,9
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:22.377,+1.402s,5
6,4,Takuma SatoSAT,BAR Honda,1:22.389,+1.414s,12
7,12,Felipe MassaMAS,Sauber Petronas,1:22.413,+1.438s,14
8,1,Michael SchumacherMSC,Ferrari,1:22.496,+1.521s,8
9,15,Christian KlienKLI,RBR Cosworth,1:22.645,+1.670s,6
10,17,Ralf SchumacherRSC,Toyota,1:22.775,+1.800s,7
11,14,David CoulthardCOU,RBR Cosworth,1:23.026,+2.051s,8
12,2,Rubens BarrichelloBAR,Ferrari,1:23.182,+2.207s,8
13,11,Jacques VilleneuveVIL,Sauber Petronas,1:23.191,+2.216s,12
14,16,Jarno TrulliTRU,Toyota,1:23.458,+2.483s,4
15,8,Nick HeidfeldHEI,Williams BMW,1:23.480,+2.505s,7
16,7,Mark WebberWEB,Williams BMW,1:23.705,+2.730s,5
17,18,Tiago MonteiroMON,Jordan Toyota,1:23.820,+2.845s,13
18,19,Narain KarthikeyanKAR,Jordan Toyota,1:24.230,+3.255s,8
19,21,Christijan AlbersALB,Minardi Cosworth,1:25.007,+4.032s,13
20,20,Patrick Friesacher FRI,Minardi Cosworth,1:25.696,+4.721s,15
