Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:46.543,,3
2,9,Kimi RäikkönenRAI,McLaren Mercedes,1:48.729,+2.186s,5
3,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:49.097,+2.554s,4
4,7,Mark WebberWEB,Williams BMW,1:49.484,+2.941s,3
5,8,Antonio PizzoniaPIZ,Williams BMW,1:50.537,+3.994s,5
6,19,Narain KarthikeyanKAR,Jordan Toyota,1:50.811,+4.268s,8
7,2,Rubens BarrichelloBAR,Ferrari,1:50.846,+4.303s,4
8,3,Jenson ButtonBUT,BAR Honda,1:51.884,+5.341s,4
9,18,Tiago MonteiroMON,Jordan Toyota,1:52.023,+5.480s,7
10,21,Christijan AlbersALB,Minardi Cosworth,1:52.700,+6.157s,6
11,14,David CoulthardCOU,RBR Cosworth,1:53.346,+6.803s,10
12,4,Takuma SatoSAT,BAR Honda,1:53.454,+6.911s,5
13,15,Christian KlienKLI,RBR Cosworth,1:54.348,+7.805s,4
14,16,Jarno TrulliTRU,Toyota,,,3
15,20,Robert DoornbosDOO,Minardi Cosworth,,,5
16,17,Ralf SchumacherRSC,Toyota,,,1
17,12,Felipe MassaMAS,Sauber Petronas,,,1
18,11,Jacques VilleneuveVIL,Sauber Petronas,,,1
