Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:40.540,,5
2,2,Rubens BarrichelloBAR,Ferrari,1:41.933,+1.393s,4
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:43.526,+2.986s,6
4,19,Narain KarthikeyanKAR,Jordan Toyota,1:45.641,+5.101s,10
5,17,Ralf SchumacherRSC,Toyota,1:45.687,+5.147s,6
6,4,Takuma SatoSAT,BAR Honda,1:46.768,+6.228s,3
7,14,David CoulthardCOU,RBR Cosworth,1:48.369,+7.829s,5
8,21,Christijan AlbersALB,Minardi Cosworth,1:48.566,+8.026s,10
9,16,Jarno TrulliTRU,Toyota,1:49.623,+9.083s,8
10,3,Jenson ButtonBUT,BAR Honda,1:51.364,+10.824s,3
11,18,Tiago MonteiroMON,Jordan Toyota,1:53.457,+12.917s,5
12,20,Patrick Friesacher FRI,Minardi Cosworth,1:53.507,+12.967s,11
13,11,Jacques VilleneuveVIL,Sauber Petronas,,,3
14,15,Christian KlienKLI,RBR Cosworth,,,1
15,12,Felipe MassaMAS,Sauber Petronas,,,3
16,10,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
17,8,Nick HeidfeldHEI,Williams BMW,,,3
18,7,Mark WebberWEB,Williams BMW,,,3
19,5,Fernando AlonsoALO,Renault,,,2
20,6,Giancarlo FisichellaFIS,Renault,,,2
