Pos,No,Driver,Car,Time,Gap,Laps
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:10.726,,4
2,1,Michael SchumacherMSC,Ferrari,1:11.769,+1.043s,11
3,2,Rubens BarrichelloBAR,Ferrari,1:11.838,+1.112s,9
4,14,David CoulthardCOU,RBR Cosworth,1:12.409,+1.683s,7
5,18,Tiago MonteiroMON,Jordan Toyota,1:13.399,+2.673s,12
6,19,Narain KarthikeyanKAR,Jordan Toyota,1:13.764,+3.038s,12
7,20,Patrick Friesacher FRI,Minardi Cosworth,1:14.572,+3.846s,16
8,21,Christijan AlbersALB,Minardi Cosworth,1:15.164,+4.438s,6
9,11,Jacques VilleneuveVIL,Sauber Petronas,,,7
10,9,Kimi RäikkönenRAI,McLaren Mercedes,,,6
11,3,Jenson ButtonBUT,BAR Honda,,,7
12,4,Takuma SatoSAT,BAR Honda,,,6
13,8,Nick HeidfeldHEI,Williams BMW,,,5
14,6,Giancarlo FisichellaFIS,Renault,,,6
15,7,Mark WebberWEB,Williams BMW,,,4
16,12,Felipe MassaMAS,Sauber Petronas,,,7
17,5,Fernando AlonsoALO,Renault,,,4
18,15,Christian KlienKLI,RBR Cosworth,,,4
19,17,Ricardo ZontaZON,Toyota,,,1
