Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Renault,1:30.615,,10
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:31.278,+0.663s,10
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:31.573,+0.958s,10
4,6,Giancarlo FisichellaFIS,Renault,1:31.778,+1.163s,9
5,2,Rubens BarrichelloBAR,Ferrari,1:31.794,+1.179s,8
6,1,Michael SchumacherMSC,Ferrari,1:32.097,+1.482s,15
7,7,Mark WebberWEB,Williams BMW,1:32.266,+1.651s,9
8,8,Nick HeidfeldHEI,Williams BMW,1:32.304,+1.689s,7
9,17,Ralf SchumacherRSC,Toyota,1:32.432,+1.817s,13
10,4,Takuma SatoSAT,BAR Honda,1:32.483,+1.868s,7
11,3,Jenson ButtonBUT,BAR Honda,1:32.501,+1.886s,4
12,16,Jarno TrulliTRU,Toyota,1:32.719,+2.104s,5
13,12,Felipe MassaMAS,Sauber Petronas,1:33.212,+2.597s,7
14,14,David CoulthardCOU,RBR Cosworth,1:33.365,+2.750s,9
15,15,Vitantonio LiuzziLIU,RBR Cosworth,1:33.414,+2.799s,5
16,19,Narain KarthikeyanKAR,Jordan Toyota,1:33.681,+3.066s,12
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:33.731,+3.116s,6
18,18,Tiago MonteiroMON,Jordan Toyota,1:34.407,+3.792s,7
19,21,Christijan AlbersALB,Minardi Cosworth,1:34.871,+4.256s,15
20,20,Patrick Friesacher FRI,Minardi Cosworth,1:35.067,+4.452s,11
