Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Renault,1:23.939,,11
2,6,Giancarlo FisichellaFIS,Renault,1:24.922,+0.983s,10
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:26.483,+2.544s,5
4,14,David CoulthardCOU,RBR Cosworth,1:27.019,+3.080s,3
5,3,Jenson ButtonBUT,BAR Honda,1:27.276,+3.337s,6
6,7,Mark WebberWEB,Williams BMW,1:27.313,+3.374s,8
7,8,Nick HeidfeldHEI,Williams BMW,1:27.510,+3.571s,7
8,20,Patrick Friesacher FRI,Minardi Cosworth,1:30.166,+6.227s,5
9,21,Christijan AlbersALB,Minardi Cosworth,1:31.872,+7.933s,6
10,16,Jarno TrulliTRU,Toyota,,,3
11,10,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
12,18,Tiago MonteiroMON,Jordan Toyota,,,1
13,4,Takuma SatoSAT,BAR Honda,,,1
14,17,Ralf SchumacherRSC,Toyota,,,2
15,19,Narain KarthikeyanKAR,Jordan Toyota,,,2
16,12,Felipe MassaMAS,Sauber Petronas,,,1
17,11,Jacques VilleneuveVIL,Sauber Petronas,,,1
18,15,Christian KlienKLI,RBR Cosworth,,,1
