Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:30.552,,4
2,5,Fernando AlonsoALO,Renault,1:31.811,+1.259s,6
3,10,Pedro de la RosaDLR,McLaren Mercedes,1:32.766,+2.214s,5
4,16,Jarno TrulliTRU,Toyota,1:32.776,+2.224s,8
5,15,Christian KlienKLI,RBR Cosworth,1:32.841,+2.289s,10
6,17,Ralf SchumacherRSC,Toyota,1:32.868,+2.316s,11
7,6,Giancarlo FisichellaFIS,Renault,1:32.877,+2.325s,6
8,19,Narain KarthikeyanKAR,Jordan Toyota,1:32.999,+2.447s,8
9,7,Mark WebberWEB,Williams BMW,1:33.276,+2.724s,4
10,14,David CoulthardCOU,RBR Cosworth,1:33.606,+3.054s,10
11,3,Jenson ButtonBUT,BAR Honda,1:33.683,+3.131s,6
12,8,Nick HeidfeldHEI,Williams BMW,1:34.133,+3.581s,4
13,4,Takuma SatoSAT,BAR Honda,1:34.163,+3.611s,12
14,12,Felipe MassaMAS,Sauber Petronas,1:34.232,+3.680s,10
15,18,Tiago MonteiroMON,Jordan Toyota,1:34.392,+3.840s,10
16,11,Jacques VilleneuveVIL,Sauber Petronas,1:35.464,+4.912s,6
17,20,Patrick Friesacher FRI,Minardi Cosworth,1:36.561,+6.009s,15
18,21,Christijan AlbersALB,Minardi Cosworth,1:37.445,+6.893s,13
19,9,Kimi RäikkönenRAI,McLaren Mercedes,1:37.949,+7.397s,5
