Pos,No,Driver,Car,Time
1,12,Jim ClarkCLA,Lotus Climax,2:14.800
2,8,Graham HillHIL,BRM,2:15.000
3,22,Bruce McLarenMCL,Cooper Climax,2:15.400
4,26,Jack BrabhamBRA,Lotus Climax,2:16.100
5,18,John SurteesSUR,Lola Climax,2:16.300
6,30,Dan GurneyGUR,Porsche,2:16.500
7,34,Masten GregoryGRE,Lotus BRM,2:17.300
8,36,Innes IrelandIRE,Lotus BRM,2:17.500
9,32,Jo BonnierBON,Porsche,2:17.900
10,10,Richie GintherGIN,BRM,2:18.200
11,24,Tony MaggsMAG,Cooper Climax,2:18.600
12,14,Trevor  Taylor TAY,Lotus Climax,2:19.100
13,28,Maurice  TrintignantTRI,Lotus Climax,2:20.800
14,20,Roy SalvadoriSAL,Lola Climax,2:21.300
15,40,Jo SiffertSIF,Lotus BRM,2:23.400
16,42,Jackie  Lewis LEW,Cooper Climax,2:25.500
17,38,Carel Godin de Beaufort DEB,Porsche,2:26.500
