Pos,No,Driver,Car,Time
1,1,Jim ClarkCLA,Lotus Climax,1:29.300
2,3,Graham HillHIL,BRM,1:29.600
3,10,Jack BrabhamBRA,Lotus Climax,1:31.000
4,11,Innes IrelandIRE,Lotus BRM,1:31.100
5,6,John SurteesSUR,Lola Climax,1:31.500
6,9,Tony MaggsMAG,Cooper Climax,1:31.700
7,4,Richie GintherGIN,BRM,1:31.700
8,8,Bruce McLarenMCL,Cooper Climax,1:31.700
9,2,Trevor  Taylor TAY,Lotus Climax,1:32.700
10,20,Neville LederleLED,Lotus Climax,1:33.600
11,7,Roy SalvadoriSAL,Lola Climax,1:35.400
12,18,John LoveLOV,Cooper Climax,1:36.400
13,14,Ernie PietersePIE,Lotus Climax,1:36.800
14,21,Doug SerrurierSER,LDS Alfa Romeo,1:36.800
15,22,Mike  Harris HAR,Cooper Alfa Romeo,1:39.100
16,15,Carel Godin de Beaufort DEB,Porsche,1:39.200
17,5,Bruce  Johnstone JOH,BRM,
