Pos,No,Driver,Car,Time
1,19,John SurteesSUR,Lola Climax,1:32.500
2,17,Graham HillHIL,BRM,1:32.600
3,4,Jim ClarkCLA,Lotus Climax,1:33.200
4,8,Jack BrabhamBRA,Lotus Climax,1:33.300
5,6,Bruce McLarenMCL,Cooper Climax,1:33.900
6,9,Innes IrelandIRE,Lotus BRM,1:34.100
7,18,Richie GintherGIN,BRM,1:34.500
8,12,Dan GurneyGUR,Porsche,1:34.700
9,1,Phil HillHIL,Ferrari,1:35.000
10,5,Trevor  Taylor TAY,Lotus Climax,1:35.400
11,3,Ricardo  Rodriguez ROD,Ferrari,1:36.100
12,2,Giancarlo BaghettiBAG,Ferrari,1:36.300
13,11,Jo BonnierBON,Porsche,1:37.000
14,14,Carel Godin de Beaufort DEB,Porsche,1:37.400
15,7,Tony MaggsMAG,Cooper Climax,1:37.500
16,10,Masten GregoryGRE,Lotus BRM,1:38.000
17,20,Roy SalvadoriSAL,Lola Climax,1:38.800
18,15,Ben  Pon PON,Porsche,1:40.900
19,21,Jackie  Lewis LEW,Cooper Climax,1:43.200
20,16,Wolfgang SeidelSEI,Porsche,1:46.000
