Pos,No,Driver,Car,Time
1,1,Graham HillHIL,BRM,3:57.000
2,25,Bruce McLarenMCL,Cooper Climax,3:58.800
3,17,Trevor  Taylor TAY,Lotus Climax,3:59.300
4,9,Phil HillHIL,Ferrari,3:59.600
5,20,Innes IrelandIRE,Lotus BRM,3:59.800
6,10,Willy MairesseMAI,Ferrari,3:59.800
7,12,Ricardo  Rodriguez ROD,Ferrari,4:01.000
8,21,Masten GregoryGRE,Lotus BRM,4:01.000
9,2,Richie GintherGIN,BRM,4:01.400
10,26,Tony MaggsMAG,Cooper Climax,4:03.600
11,5,John SurteesSUR,Lola Climax,4:04.400
12,16,Jim ClarkCLA,Lotus Climax,4:04.900
13,7,Carel Godin de Beaufort DEB,Porsche,4:07.700
14,11,Giancarlo BaghettiBAG,Ferrari,4:08.000
15,15,Jack BrabhamBRA,Lotus Climax,4:08.200
16,18,Maurice  TrintignantTRI,Lotus Climax,4:09.200
17,22,Jo SiffertSIF,Lotus BRM,4:11.600
18,19,Lucien BianchiBIA,Lotus Climax,4:18.000
19,4,John  Campbell-Jones CAM,Lotus Climax,4:26.900
