Pos,No,Driver,Car,Time
1,18,Jim ClarkCLA,Lotus Climax,1:35.400
2,10,Graham HillHIL,BRM,1:35.800
3,14,Bruce McLarenMCL,Cooper Climax,1:36.400
4,40,Willy MairesseMAI,Ferrari,1:36.400
5,4,Dan GurneyGUR,Porsche,1:36.400
6,22,Jack BrabhamBRA,Lotus Climax,1:36.500
7,30,Maurice  TrintignantTRI,Lotus Climax,1:36.800
8,34,Innes IrelandIRE,Lotus BRM,1:37.000
9,36,Phil HillHIL,Ferrari,1:37.100
10,38,Lorenzo BandiniBAN,Ferrari,1:37.200
11,28,John SurteesSUR,Lola Climax,1:37.900
12,26,Roy SalvadoriSAL,Lola Climax,1:38.500
13,8,Richie GintherGIN,BRM,1:39.000
14,20,Trevor  Taylor TAY,Lotus Climax,1:40.000
15,2,Jo BonnierBON,Porsche,1:42.400
16,16,Tony MaggsMAG,Cooper Climax,1:42.700
