Pos,No,Driver,Car,Time
1,7,Dan GurneyGUR,Porsche,8:47.200
2,11,Graham HillHIL,BRM,8:50.200
3,5,Jim ClarkCLA,Lotus Climax,8:51.200
4,14,John SurteesSUR,Lola Climax,8:57.500
5,9,Bruce McLarenMCL,Cooper Climax,9:00.700
6,8,Jo BonnierBON,Porsche,9:04.000
7,12,Richie GintherGIN,BRM,9:05.900
8,18,Carel Godin de Beaufort DEB,Porsche,9:12.900
9,15,Roy SalvadoriSAL,Lola Climax,9:14.100
10,3,Ricardo  Rodriguez ROD,Ferrari,9:14.200
11,17,Maurice  TrintignantTRI,Lotus Climax,9:19.000
12,1,Phil HillHIL,Ferrari,9:24.700
13,2,Giancarlo BaghettiBAG,Ferrari,9:28.100
14,32,Heini  Walter WAL,Lotus BRM,9:30.000
15,26,Nino VaccarellaVAC,Lotus Climax,9:33.800
16,25,Ian Burgess BUR,Cooper Climax,9:39.200
17,19,Jo SiffertSIF,Lotus BRM,9:39.300
18,4,Lorenzo BandiniBAN,Ferrari,9:39.700
19,27,Keith  Greene GRE,Gilby BRM,9:47.100
20,28,Heinz  Schiller SCH,Lotus BRM,9:51.900
21,20,Jackie  Lewis LEW,Cooper Climax,9:58.000
22,31,Bernard  Collomb COL,Cooper Climax,10:09.700
23,10,Tony MaggsMAG,Cooper Climax,10:21.200
24,16,Jack BrabhamBRA,Lotus Climax,10:21.600
25,21,Lucien BianchiBIA,Lotus Climax,10:40.700
26,6,Trevor  Taylor TAY,Lotus Climax,9:57.000
