Pos,No,Driver,Car,Time
1,8,Jim ClarkCLA,Lotus Climax,1:15.800
2,5,Richie GintherGIN,BRM,1:16.600
3,4,Graham HillHIL,BRM,1:16.700
4,10,Dan GurneyGUR,Porsche,1:16.900
5,17,Jack BrabhamBRA,Lotus Climax,1:16.900
6,21,Bruce McLarenMCL,Cooper Climax,1:17.300
7,16,Masten GregoryGRE,Lotus BRM,1:17.900
8,9,Trevor  Taylor TAY,Lotus Climax,1:18.000
9,11,Jo BonnierBON,Porsche,1:19.000
10,22,Tony MaggsMAG,Cooper Climax,1:19.700
11,23,Timmy Mayer MAY,Cooper Climax,1:20.700
12,14,Roger  Penske PEN,Lotus Climax,1:21.300
13,12,Carel Godin de Beaufort DEB,Porsche,1:21.800
14,24,Hap  Sharp SHA,Cooper Climax,1:22.400
15,15,Innes IrelandIRE,Lotus BRM,1:24.000
16,26,Rob  Schroeder SCH,Lotus Climax,1:24.000
17,6,Maurice  TrintignantTRI,Lotus Climax,1:25.800
18,18,John SurteesSUR,Lola Climax,1:29.200
