Pos,No,Driver,Car,Time
1,20,Jim ClarkCLA,Lotus Climax,1:40.350
2,14,Graham HillHIL,BRM,1:40.380
3,12,Richie GintherGIN,BRM,1:41.100
4,28,Bruce McLarenMCL,Cooper Climax,1:41.800
5,40,Innes IrelandIRE,Lotus BRM,1:41.800
6,38,Masten GregoryGRE,Lotus BRM,1:41.900
7,16,Dan GurneyGUR,Porsche,1:41.900
8,46,John SurteesSUR,Lola Climax,1:42.400
9,18,Jo BonnierBON,Porsche,1:42.600
10,8,Willy MairesseMAI,Ferrari,1:42.800
11,4,Ricardo  Rodriguez ROD,Ferrari,1:43.100
12,30,Tony MaggsMAG,Cooper Climax,1:43.200
13,44,Roy SalvadoriSAL,Lola Climax,1:43.300
14,24,Nino VaccarellaVAC,Lotus Climax,1:43.400
15,10,Phil HillHIL,Ferrari,1:43.400
16,22,Trevor  Taylor TAY,Lotus Climax,1:44.200
17,6,Lorenzo BandiniBAN,Ferrari,1:44.300
18,2,Giancarlo BaghettiBAG,Ferrari,1:44.400
19,36,Maurice  TrintignantTRI,Lotus Climax,1:44.400
20,32,Carel Godin de Beaufort DEB,Porsche,1:46.800
21,48,Tony  Settember SET,Lotus Climax,1:49.100
