Pos,No,Driver,Car,Time
1,20,Jim ClarkCLA,Lotus Climax,1:53.600
2,24,John SurteesSUR,Lola Climax,1:54.200
3,32,Innes IrelandIRE,Lotus BRM,1:54.400
4,16,Bruce McLarenMCL,Cooper Climax,1:54.600
5,12,Graham HillHIL,BRM,1:54.600
6,8,Dan GurneyGUR,Porsche,1:54.800
7,10,Jo BonnierBON,Porsche,1:55.200
8,14,Richie GintherGIN,BRM,1:55.200
9,30,Jack BrabhamBRA,Lotus Climax,1:55.400
10,22,Trevor  Taylor TAY,Lotus Climax,1:56.000
11,26,Roy SalvadoriSAL,Lola Climax,1:56.200
12,2,Phil HillHIL,Ferrari,1:56.200
13,18,Tony MaggsMAG,Cooper Climax,1:57.000
14,34,Masten GregoryGRE,Lotus BRM,1:57.200
15,42,Jackie  Lewis LEW,Cooper Climax,1:59.400
16,36,Ian Burgess BUR,Cooper Climax,2:00.600
17,54,Carel Godin de Beaufort DEB,Porsche,2:01.400
18,48,Tony   ShellySHE,Lotus Climax,2:02.400
19,40,Tony  Settember SET,Lotus Climax,2:02.400
20,46,Jay  Chamberlain CHA,Lotus Climax,2:03.400
21,44,Wolfgang SeidelSEI,Lotus Climax,2:11.600
