Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,71,1:30:16.930,25
2,44,Lewis HamiltonHAM,Mercedes,71,+8.800s,18
3,19,Felipe MassaMAS,Williams Mercedes,71,+17.573s,15
4,5,Sebastian VettelVET,Ferrari,71,+18.181s,12
5,77,Valtteri BottasBOT,Williams Mercedes,71,+53.604s,10
6,27,Nico HulkenbergHUL,Force India Mercedes,71,+64.075s,8
7,13,Pastor MaldonadoMAL,Lotus Mercedes,70,+1 lap,6
8,33,Max VerstappenVER,STR Renault,70,+1 lap,4
9,11,Sergio PerezPER,Force India Mercedes,70,+1 lap,2
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,70,+1 lap,1
11,12,Felipe NasrNAS,Sauber Ferrari,70,+1 lap,0
12,26,Daniil KvyatKVY,Red Bull Racing Renault,70,+1 lap,0
13,9,Marcus EricssonERI,Sauber Ferrari,69,+2 laps,0
14,98,Roberto MerhiMER,Marussia Ferrari,68,+3 laps,0
NC,8,Romain GrosjeanGRO,Lotus Mercedes,35,DNF,0
NC,55,Carlos SainzSAI,STR Renault,35,DNF,0
NC,22,Jenson ButtonBUT,McLaren Honda,8,DNF,0
NC,28,Will StevensSTE,Marussia Ferrari,1,DNF,0
NC,7,Kimi RäikkönenRAI,Ferrari,0,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,0,DNF,0
