Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,70,1:31:53.145,25
2,6,Nico RosbergROS,Mercedes,70,+2.285s,18
3,77,Valtteri BottasBOT,Williams Mercedes,70,+40.666s,15
4,7,Kimi RäikkönenRAI,Ferrari,70,+45.625s,12
5,5,Sebastian VettelVET,Ferrari,70,+49.903s,10
6,19,Felipe MassaMAS,Williams Mercedes,70,+56.381s,8
7,13,Pastor MaldonadoMAL,Lotus Mercedes,70,+66.664s,6
8,27,Nico HulkenbergHUL,Force India Mercedes,69,+1 lap,4
9,26,Daniil KvyatKVY,Red Bull Racing Renault,69,+1 lap,2
10,8,Romain GrosjeanGRO,Lotus Mercedes,69,+1 lap,1
11,11,Sergio PerezPER,Force India Mercedes,69,+1 lap,0
12,55,Carlos SainzSAI,STR Renault,69,+1 lap,0
13,3,Daniel RicciardoRIC,Red Bull Racing Renault,69,+1 lap,0
14,9,Marcus EricssonERI,Sauber Ferrari,69,+1 lap,0
15,33,Max VerstappenVER,STR Renault,69,+1 lap,0
16,12,Felipe NasrNAS,Sauber Ferrari,68,+2 laps,0
17,28,Will StevensSTE,Marussia Ferrari,66,+4 laps,0
NC,98,Roberto MerhiMER,Marussia Ferrari,57,DNF,0
NC,22,Jenson ButtonBUT,McLaren Honda,54,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,44,DNF,0
