Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,71,1:31:09.090,25
2,44,Lewis HamiltonHAM,Mercedes,71,+7.756s,18
3,5,Sebastian VettelVET,Ferrari,71,+14.244s,15
4,7,Kimi RäikkönenRAI,Ferrari,71,+47.543s,12
5,77,Valtteri BottasBOT,Williams Mercedes,70,+1 lap,10
6,27,Nico HulkenbergHUL,Force India Mercedes,70,+1 lap,8
7,26,Daniil KvyatKVY,Red Bull Racing Renault,70,+1 lap,6
EX,19,Felipe MassaMAS,Williams Mercedes,70,+1 lap,0
8,8,Romain GrosjeanGRO,Lotus Mercedes,70,+1 lap,4
9,33,Max VerstappenVER,STR Renault,70,+1 lap,2
10,13,Pastor MaldonadoMAL,Lotus Mercedes,70,+1 lap,1
11,3,Daniel RicciardoRIC,Red Bull Racing Renault,70,+1 lap,0
12,11,Sergio PerezPER,Force India Mercedes,70,+1 lap,0
13,12,Felipe NasrNAS,Sauber Ferrari,70,+1 lap,0
14,22,Jenson ButtonBUT,McLaren Honda,70,+1 lap,0
15,14,Fernando AlonsoALO,McLaren Honda,70,+1 lap,0
16,9,Marcus EricssonERI,Sauber Ferrari,69,+2 laps,0
17,28,Will StevensSTE,Marussia Ferrari,67,+4 laps,0
18,53,Alexander RossiRSI,Marussia Ferrari,67,+4 laps,0
NC,55,Carlos SainzSAI,STR Renault,0,DNF,0
