Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,53,1:28:06.508,25
2,6,Nico RosbergROS,Mercedes,53,+18.964s,18
3,5,Sebastian VettelVET,Ferrari,53,+20.850s,15
4,7,Kimi RäikkönenRAI,Ferrari,53,+33.768s,12
5,77,Valtteri BottasBOT,Williams Mercedes,53,+36.746s,10
6,27,Nico HulkenbergHUL,Force India Mercedes,53,+55.559s,8
7,8,Romain GrosjeanGRO,Lotus Mercedes,53,+72.298s,6
8,13,Pastor MaldonadoMAL,Lotus Mercedes,53,+73.575s,4
9,33,Max VerstappenVER,STR Renault,53,+95.315s,2
10,55,Carlos SainzSAI,STR Renault,52,+1 lap,1
11,14,Fernando AlonsoALO,McLaren Honda,52,+1 lap,0
12,11,Sergio PerezPER,Force India Mercedes,52,+1 lap,0
13,26,Daniil KvyatKVY,Red Bull Racing Renault,52,+1 lap,0
14,9,Marcus EricssonERI,Sauber Ferrari,52,+1 lap,0
15,3,Daniel RicciardoRIC,Red Bull Racing Renault,52,+1 lap,0
16,22,Jenson ButtonBUT,McLaren Honda,52,+1 lap,0
17,19,Felipe MassaMAS,Williams Mercedes,51,+2 laps,0
18,53,Alexander RossiRSI,Marussia Ferrari,51,+2 laps,0
19,28,Will StevensSTE,Marussia Ferrari,50,+3 laps,0
20,12,Felipe NasrNAS,Sauber Ferrari,49,DNF,0
