Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,61,2:01:22.118,25
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,61,+1.478s,18
3,7,Kimi RäikkönenRAI,Ferrari,61,+17.154s,15
4,6,Nico RosbergROS,Mercedes,61,+24.720s,12
5,77,Valtteri BottasBOT,Williams Mercedes,61,+34.204s,10
6,26,Daniil KvyatKVY,Red Bull Racing Renault,61,+35.508s,8
7,11,Sergio PerezPER,Force India Mercedes,61,+50.836s,6
8,33,Max VerstappenVER,STR Renault,61,+51.450s,4
9,55,Carlos SainzSAI,STR Renault,61,+52.860s,2
10,12,Felipe NasrNAS,Sauber Ferrari,61,+90.045s,1
11,9,Marcus EricssonERI,Sauber Ferrari,61,+97.507s,0
12,13,Pastor MaldonadoMAL,Lotus Mercedes,61,+97.718s,0
13,8,Romain GrosjeanGRO,Lotus Mercedes,59,DNF,0
14,53,Alexander RossiRSI,Marussia Ferrari,59,+2 laps,0
15,28,Will StevensSTE,Marussia Ferrari,59,+2 laps,0
NC,22,Jenson ButtonBUT,McLaren Honda,52,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,33,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,32,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,30,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,12,DNF,0
