Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,56,1:50:52.703,25
2,6,Nico RosbergROS,Mercedes,56,+2.850s,18
3,5,Sebastian VettelVET,Ferrari,56,+3.381s,15
4,33,Max VerstappenVER,STR Renault,56,+22.359s,12
5,11,Sergio PerezPER,Force India Mercedes,56,+24.413s,10
6,22,Jenson ButtonBUT,McLaren Honda,56,+28.058s,8
7,55,Carlos SainzSAI,STR Renault,56,+30.619s,6
8,13,Pastor MaldonadoMAL,Lotus Mercedes,56,+32.273s,4
9,12,Felipe NasrNAS,Sauber Ferrari,56,+40.257s,2
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,56,+53.371s,1
11,14,Fernando AlonsoALO,McLaren Honda,56,+54.816s,0
12,53,Alexander RossiRSI,Marussia Ferrari,56,+75.277s,0
NC,26,Daniil KvyatKVY,Red Bull Racing Renault,41,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,35,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,25,DNF,0
NC,7,Kimi RäikkönenRAI,Ferrari,25,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,23,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Mercedes,10,DNF,0
NC,77,Valtteri BottasBOT,Williams Mercedes,5,DNF,0
NC,28,Will StevensSTE,Marussia Ferrari,1,DNF,0
