Pos,No,Driver,Car,Time,Gap,Laps
1,8,Fernando AlonsoALO,Ferrari,1:15.927,,32
2,5,Sebastian VettelVET,RBR Renault,1:16.000,+0.073s,27
3,11,Robert KubicaKUB,Renault,1:16.016,+0.089s,28
4,6,Mark WebberWEB,RBR Renault,1:16.382,+0.455s,25
5,7,Felipe MassaMAS,Ferrari,1:16.517,+0.590s,30
6,3,Michael SchumacherMSC,Mercedes,1:16.589,+0.662s,21
7,2,Lewis HamiltonHAM,McLaren Mercedes,1:16.647,+0.720s,32
8,1,Jenson ButtonBUT,McLaren Mercedes,1:16.692,+0.765s,30
9,14,Adrian SutilSUT,Force India Mercedes,1:16.805,+0.878s,23
10,16,Sebastien BuemiBUE,STR Ferrari,1:16.857,+0.930s,31
11,4,Nico RosbergROS,Mercedes,1:17.149,+1.222s,15
12,9,Rubens BarrichelloBAR,Williams Cosworth,1:17.331,+1.404s,28
13,15,Vitantonio LiuzziLIU,Force India Mercedes,1:17.704,+1.777s,27
14,12,Vitaly PetrovPET,Renault,1:17.718,+1.791s,39
15,17,Jaime AlguersuariALG,STR Ferrari,1:17.991,+2.064s,37
16,10,Nico HulkenbergHUL,Williams Cosworth,1:18.397,+2.470s,39
17,22,Pedro de la RosaDLR,Sauber Ferrari,1:18.434,+2.507s,38
18,23,Kamui KobayashiKOB,Sauber Ferrari,1:18.547,+2.620s,32
19,24,Timo GlockGLO,Virgin Cosworth,1:19.527,+3.600s,24
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:19.606,+3.679s,32
21,18,Jarno TrulliTRU,Lotus Cosworth,1:19.902,+3.975s,31
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:20.566,+4.639s,18
23,21,Bruno SennaSEN,HRT Cosworth,1:21.688,+5.761s,28
24,20,Karun ChandhokCHD,HRT Cosworth,1:21.853,+5.926s,6
