Pos,No,Driver,Car,Time,Gap,Laps
1,27,Jean AlesiALE,Ferrari,1:54.130,,17
2,1,Michael SchumacherMSC,Benetton Renault,1:59.504,+5.374s,18
3,5,Damon HillHIL,Williams Renault,2:00.474,+6.344s,15
4,6,David CoulthardCOU,Williams Renault,2:00.779,+6.649s,16
5,24,Luca BadoerBAD,Minardi Ford,2:01.028,+6.898s,18
6,28,Gerhard BergerBER,Ferrari,2:01.173,+7.043s,15
7,2,Johnny HerbertHER,Benetton Renault,2:01.716,+7.586s,16
8,29,Jean-Christophe BoullionBOU,Sauber Ford,2:02.342,+8.212s,15
9,30,Heinz-Harald FrentzenFRE,Sauber Ford,2:02.362,+8.232s,12
10,26,Olivier PanisPAN,Ligier Mugen Honda,2:02.902,+8.772s,21
11,4,Mika SaloSAL,Tyrrell Yamaha,2:03.379,+9.249s,20
12,14,Rubens BarrichelloBAR,Jordan Peugeot,2:03.631,+9.501s,18
13,3,Ukyo KatayamaKAT,Tyrrell Yamaha,2:03.816,+9.686s,19
14,9,Massimiliano PapisPAP,Footwork Hart,2:04.862,+10.732s,12
15,23,Pierluigi MartiniMAR,Minardi Ford,2:05.086,+10.956s,16
16,15,Eddie IrvineIRV,Jordan Peugeot,2:05.194,+11.064s,6
17,8,Mika HakkinenHAK,McLaren Mercedes,2:06.045,+11.915s,14
18,10,Taki InoueINO,Footwork Hart,2:07.920,+13.790s,12
19,7,Mark BlundellBLU,McLaren Mercedes,2:08.435,+14.305s,13
20,22,Roberto MorenoMOR,Forti Ford,2:08.613,+14.483s,19
21,16,Giovanni LavaggiLAV,Pacific Ilmor,2:12.617,+18.487s,9
22,25,Aguri SuzukiSUZ,Ligier Mugen Honda,2:13.438,+19.308s,9
23,21,Pedro DinizDIN,Forti Ford,2:19.801,+25.671s,10
24,17,Andrea MonterminiMON,Pacific Ilmor,18:32.469,+998.339s,1
