Pos,No,Driver,Car,Time,Gap,Laps
1,8,Mika HakkinenHAK,McLaren Mercedes,1:23.073,,17
2,5,Damon HillHIL,Williams Renault,1:23.162,+0.089s,18
3,1,Michael SchumacherMSC,Benetton Renault,1:23.231,+0.158s,18
4,6,David CoulthardCOU,Williams Renault,1:23.834,+0.761s,9
5,28,Gerhard BergerBER,Ferrari,1:24.079,+1.006s,17
6,27,Jean AlesiALE,Ferrari,1:24.540,+1.467s,18
7,15,Eddie IrvineIRV,Jordan Peugeot,1:24.644,+1.571s,19
8,14,Rubens BarrichelloBAR,Jordan Peugeot,1:24.657,+1.584s,17
9,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:24.903,+1.830s,19
10,2,Johnny HerbertHER,Benetton Renault,1:24.933,+1.860s,22
11,26,Olivier PanisPAN,Ligier Mugen Honda,1:25.430,+2.357s,21
12,9,Massimiliano PapisPAP,Footwork Hart,1:25.737,+2.664s,21
13,7,Mark BlundellBLU,McLaren Mercedes,1:26.065,+2.992s,14
14,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:26.091,+3.018s,23
15,25,Martin BrundleBRU,Ligier Mugen Honda,1:26.096,+3.023s,19
16,4,Mika SaloSAL,Tyrrell Yamaha,1:26.356,+3.283s,19
17,29,Jean-Christophe BoullionBOU,Sauber Ford,1:26.673,+3.600s,17
18,17,Andrea MonterminiMON,Pacific Ilmor,1:27.811,+4.738s,17
19,23,Pedro LamyLAM,Minardi Ford,1:27.828,+4.755s,22
20,24,Luca BadoerBAD,Minardi Ford,1:27.870,+4.797s,19
21,10,Taki InoueINO,Footwork Hart,1:27.954,+4.881s,20
22,21,Pedro DinizDIN,Forti Ford,1:29.453,+6.380s,22
23,22,Roberto MorenoMOR,Forti Ford,1:30.453,+7.380s,22
24,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:36.805,+13.732s,13
