Pos,No,Driver,Car,Time,Gap,Laps
1,27,Jean AlesiALE,Ferrari,1:30.218,,14
2,2,Johnny HerbertHER,Benetton Renault,1:31.028,+0.810s,18
3,6,David CoulthardCOU,Williams Renault,1:31.124,+0.906s,22
4,1,Michael SchumacherMSC,Benetton Renault,1:31.223,+1.005s,14
5,14,Rubens BarrichelloBAR,Jordan Peugeot,1:31.744,+1.526s,19
6,7,Mark BlundellBLU,McLaren Mercedes,1:31.939,+1.721s,15
7,5,Damon HillHIL,Williams Renault,1:32.251,+2.033s,21
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:32.380,+2.162s,18
9,28,Gerhard BergerBER,Ferrari,1:33.011,+2.793s,15
10,8,Mika HakkinenHAK,McLaren Mercedes,1:33.487,+3.269s,13
11,15,Eddie IrvineIRV,Jordan Peugeot,1:34.112,+3.894s,17
12,25,Martin BrundleBRU,Ligier Mugen Honda,1:34.960,+4.742s,20
13,4,Mika SaloSAL,Tyrrell Yamaha,1:34.990,+4.772s,23
14,26,Olivier PanisPAN,Ligier Mugen Honda,1:35.268,+5.050s,16
15,9,Massimiliano PapisPAP,Footwork Hart,1:35.294,+5.076s,18
16,23,Pedro LamyLAM,Minardi Ford,1:36.188,+5.970s,23
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:36.972,+6.754s,23
18,24,Luca BadoerBAD,Minardi Ford,1:37.359,+7.141s,18
19,21,Pedro DinizDIN,Forti Ford,1:37.850,+7.632s,14
20,17,Andrea MonterminiMON,Pacific Ilmor,1:38.801,+8.583s,10
21,22,Roberto MorenoMOR,Forti Ford,1:40.498,+10.280s,13
22,29,Jean-Christophe BoullionBOU,Sauber Ford,1:40.987,+10.769s,10
23,10,Taki InoueINO,Footwork Hart,1:43.362,+13.144s,14
